loop,start_time,end_time,EXG0_mean,EXG0_std,EXG0_var,EXG0_skew,EXG0_kurtosis,EXG0_hjorth_activity,EXG0_hjorth_mobility,EXG0_hjorth_complexity,EXG0_delta,EXG0_theta,EXG0_alpha,EXG0_beta,EXG0_gamma,EXG1_mean,EXG1_std,EXG1_var,EXG1_skew,EXG1_kurtosis,EXG1_hjorth_activity,EXG1_hjorth_mobility,EXG1_hjorth_complexity,EXG1_delta,EXG1_theta,EXG1_alpha,EXG1_beta,EXG1_gamma,prediksi
2,101.996,102.992,-1936397.53128405,4788537.020259975,22930086794400.28,0.5703049587267356,-0.2257296350036206,22930086794400.28,0.0898879448435302,3.978957005745304,0,0,0,0,0,1936397.5312840503,4788537.020259975,22930086794400.277,-0.5703049587267366,-0.2257296350036202,22930086794400.277,0.0898879448435301,3.978957005745304,0,0,0,0,0,kanan
2,102.996,168.988,-999711.1164626183,3053516.4570507165,9323962753479.56,0.8645079330651473,-0.415215288998032,9323962753479.56,0.1478546286648466,2.779663237570395,0,0,0,0,0,999711.1164626183,3053516.4570507165,9323962753479.56,-0.8645079330651472,-0.4152152889980325,9323962753479.56,0.1478546286648465,2.779663237570394,0,0,0,0,0,kanan
3,168.992,169.988,-1720877.4723418646,1604221.2677264367,2573525875825.816,0.139636048066243,0.344929825276596,2573525875825.816,0.2666829138151833,1.4657923040153005,0,0,0,0,0,1720877.4723418646,1604221.267726437,2573525875825.8164,-0.1396360480662432,0.3449298252765942,2573525875825.8164,0.2666829138151833,1.4657923040153005,0,0,0,0,0,kanan
3,169.992,170.988,-6279999.831536276,6956698.221641948,48395650146996.24,-0.1329886009951815,-1.201617465390722,48395650146996.24,0.0681594549891529,5.307941897121799,0,0,0,0,0,6279999.831536277,6956698.221641947,48395650146996.23,0.1329886009951811,-1.201617465390721,48395650146996.23,0.0681594549891529,5.307941897121797,0,0,0,0,0,kanan
3,170.992,171.988,5668937.205006089,6674243.298492549,44545523607472.7,-1.2922587907112455,0.6818244671699802,44545523607472.7,0.0695578691386746,5.29471199111294,0,0,0,0,0,-5668937.20500609,6674243.298492549,44545523607472.695,1.2922587907112455,0.6818244671699807,44545523607472.695,0.0695578691386746,5.294711991112938,0,0,0,0,0,kanan
3,171.992,172.988,3195277.337450304,3366202.178901492,11331317109241.154,0.077355165981607,-0.0650442715351111,11331317109241.154,0.1280816185000044,2.500539476538787,0,0,0,0,0,-3195277.337450305,3366202.178901492,11331317109241.154,-0.0773551659816067,-0.0650442715351107,11331317109241.154,0.1280816185000044,2.500539476538788,0,0,0,0,0,kanan
3,172.992,173.988,-1825764.086186013,2315756.793619932,5362729527196.869,0.3193473270131824,-0.0093556645090369,5362729527196.869,0.1790786858620758,2.180355099081023,0,0,0,0,0,1825764.0861860127,2315756.793619932,5362729527196.867,-0.319347327013181,-0.0093556645090386,5362729527196.867,0.1790786858620758,2.1803550990810243,0,0,0,0,0,kanan
3,173.992,174.988,2808585.741031918,2856618.4742821385,8160269107610.013,-0.0169222710575136,-1.244630328649038,8160269107610.013,0.1699038247153582,2.0947696081460943,0,0,0,0,0,-2808585.7410319187,2856618.4742821385,8160269107610.012,0.0169222710575138,-1.2446303286490383,8160269107610.012,0.1699038247153582,2.094769608146093,0,0,0,0,0,kanan
3,174.992,240.984,-619981.3945478464,1833185.8888377585,3360570503033.8813,0.454915275945454,0.9128683890147172,3360570503033.8813,0.4203655960711547,2.8638778445640503,0,0,0,0,0,619981.3945478464,1833185.888837758,3360570503033.881,-0.4549152759454539,0.9128683890147182,3360570503033.881,0.4203655960711547,2.863877844564051,0,0,0,0,0,kanan
4,240.988,241.984,2983985.565298693,2765185.687024741,7646251883726.492,0.3098826239337013,-0.5564898508231697,7646251883726.492,0.1609755464153656,2.210017774902215,0,0,0,0,0,-2983985.565298693,2765185.687024741,7646251883726.492,-0.3098826239337017,-0.5564898508231697,7646251883726.492,0.1609755464153656,2.2100177749022136,0,0,0,0,0,belakang
4,241.988,242.984,-4382976.324450875,4789402.566464863,22938376943660.22,0.9779892325903572,0.7677444834439013,22938376943660.22,0.1163468017514326,2.774124569376411,0,0,0,0,0,4382976.324450875,4789402.566464863,22938376943660.22,-0.9779892325903567,0.7677444834439009,22938376943660.22,0.1163468017514327,2.77412456937641,0,0,0,0,0,kanan
