O2
32602.276814
32588.597547
32565.351732
32536.115651
32557.036883
32593.89491
32582.786093
32561.551936
32533.992235
32551.851279
32591.056239
32577.846358
32555.405206
32537.032072
32553.885288
32591.547977
32573.979506
32556.969828
32531.75706
32547.582096
32589.15634
32577.689895
32554.332322
32529.454831
32544.341093
32584.618936
32580.908547
32550.465471
32520.022395
32543.871706
32583.210776
32575.298259
32557.483918
32533.724014
32561.529584
32599.52755
32574.694762
32547.537392
32524.604502
32549.30318
32586.809407
32571.163186
32549.236125
32523.710432
32537.546162
32576.751122
32560.926087
32538.350825
32500.576377
32517.720165
32557.059235
32540.831869
32515.887322
32496.374249
32514.993252
32552.231258
32543.089395
32519.955339
32490.071057
32516.557874
32558.065064
32551.918334
32526.504401
32503.459752
32523.062232
32563.563593
32556.634552
32529.812459
32502.364517
32523.41986
32560.993142
32551.381892
32525.967959
32492.865025
32508.891226
32547.38093
32542.865877
32525.185648
32494.027316
32513.138057
32556.254572
32551.158375
32531.310026
32505.672575
32526.951435
32570.872613
32559.540279
32534.819249
32503.079772
32526.169124
32576.21468
32567.005762
32541.994159
32510.902883
32528.650168
32574.694762
32565.016456
32538.440232
32510.925235
32514.255645
32556.6122
32544.721072
32519.798877
32495.770752
32507.952453
32549.213773
32540.965979
32520.290616
32494.072019
32504.376174
32547.425633
32540.295427
32526.414994
32495.703697
32508.779467
32558.310933
32554.421729
32530.505363
32502.118647
32513.585092
32554.891116
32545.83866
32521.184685
32497.290671
32507.572473
32545.346921
32536.942665
32520.581188
32499.570548
32510.008813
32556.008703
32549.794918
32528.091374
32498.408258
32504.890264
32546.620971
32542.396491
32519.776525
32487.053572
32496.821284
32538.28377
32531.131212
32515.462639
32489.46756
32498.296499
32541.010683
32530.885342
32503.705621
32472.122606
32480.50451
32521.475258
32520.514133
32496.396601
32464.187737
32469.283935
32524.716261
32523.598674
32493.155598
32467.518147
32472.837862
32516.781392
32515.596749
32489.624022
32467.339333
32478.291688
32527.666691
32522.034052
32500.844598
32471.586164
32474.938926
32520.871761
32513.42863
32493.69204
32469.440397
32480.392752
32530.684177
32525.878552
32499.034107
32470.468577
32478.716371
32530.125383
32527.465526
32498.989403
32469.462749
32478.492853
32524.559799
32524.671558
32506.141961
32472.279069
32480.280993
32525.543276
32526.258531
32507.416011
32479.610441
32482.315002
32525.140944
32521.989348
32491.926252
32456.386978
32469.105121
32520.312967
32512.333395
32492.909729
32468.568679
32468.8369
32516.312005
32518.636587
32497.871816
32469.663914
32475.430664
32520.827057
32514.143886
32497.581243
32465.104159
32466.422911
32511.238159
32512.53456
32484.706638
32451.581353
32452.69894
32509.807647
32512.378098
32482.985554
32455.738778
32460.030313
32508.444191
32513.719203
32497.000098
32465.037103
32461.349065
32511.528732
32514.188589
32492.820322
32465.707656
32466.378208
32511.551084
32512.422802
32490.719258
32463.539536
32461.080845
32506.164313
32508.980633
32492.239176
32459.292705
32457.772786
32505.158485
32509.941758
32490.182816
32462.421949
32457.839842
32501.269281
32506.231368
32483.164368
32450.307304
32446.261638
32504.130304
32509.047688
32488.349973
32457.616324
32453.302437
32498.385906
