subject,loop,start_time,end_time,EXG0_mean,EXG0_std,EXG0_var,EXG0_skew,EXG0_kurtosis,EXG1_mean,EXG1_std,EXG1_var,EXG1_skew,EXG1_kurtosis,label
sultan,1,12.0,12.996,-185867417.25991383,1597906043.4022393,2.553303723541399e+18,0.7835642797183757,0.8966776428987977,185867417.25991383,1597906043.4022396,2.5533037235413996e+18,-0.7835642797183755,0.8966776428987955,belakang
sultan,1,13.0,13.996,203035782.7166664,1772445692.8607228,3.1415637341405276e+18,0.362239989034289,-0.21260169822767994,-203035782.71666643,1772445692.8607225,3.141563734140527e+18,-0.3622399890342891,-0.21260169822767905,belakang
sultan,1,14.0,14.996,-150610697.51592052,1651439341.6816998,2.727251899254086e+18,0.37070821738909937,0.7087408619070792,150610697.51592052,1651439341.6816998,2.727251899254086e+18,-0.37070821738909926,0.7087408619070792,belakang
sultan,1,15.0,15.996,81759941.18580216,1506201613.71737,2.2686433011648097e+18,0.3484377498192518,-0.1441142503045758,-81759941.18580219,1506201613.71737,2.2686433011648097e+18,-0.3484377498192518,-0.14411425030457536,belakang
sultan,1,16.0,16.996000000000002,-152368280.69975913,1828815244.920158,3.344565200052377e+18,0.9597422407536015,1.0560704041560296,152368280.69975904,1828815244.920158,3.344565200052377e+18,-0.9597422407536018,1.0560704041560305,belakang
sultan,1,17.0,17.996000000000002,149971649.50329965,2386789684.28882,5.696764997027525e+18,0.28918518294022844,0.5445476682770645,-149971649.50329965,2386789684.28882,5.696764997027524e+18,-0.28918518294022844,0.5445476682770662,belakang
sultan,1,18.0,18.996,-124579839.03763025,1546252068.2184653,2.390895458469882e+18,0.4709008183924183,-0.06546119819691132,124579839.03763022,1546252068.2184653,2.390895458469882e+18,-0.47090081839241815,-0.06546119819691176,belakang
sultan,1,19.0,84.992,54610198.62692383,1573601371.8714097,2.4762212775555825e+18,0.5410966168432473,0.3773720695724947,-54610198.62692389,1573601371.8714097,2.4762212775555825e+18,-0.5410966168432473,0.3773720695724947,belakang
sultan,2,84.996,85.992,112665534.71701853,1454744668.12289,2.1162820494319772e+18,0.6858252696060981,0.0367583955410673,-112665534.7170185,1454744668.12289,2.1162820494319772e+18,-0.6858252696060981,0.036758395541067745,belakang
sultan,2,85.996,86.992,-114373704.85853846,1877633101.6910064,3.525506064565789e+18,0.29107175513787664,-0.7525798776030013,114373704.85853848,1877633101.6910062,3.5255060645657887e+18,-0.2910717551378767,-0.7525798776030004,belakang
sultan,2,86.996,87.992,58082650.28753394,1303719783.7464972,1.699685274532013e+18,0.02281815042608612,-0.22078163455929278,-58082650.287533954,1303719783.746497,1.6996852745320128e+18,-0.022818150426086172,-0.22078163455929234,belakang
sultan,2,87.996,88.992,-55949296.30704463,1383656683.01455,1.914505816450827e+18,-0.32050784836439117,0.9315136058558742,55949296.30704463,1383656683.01455,1.914505816450827e+18,0.32050784836439117,0.9315136058558742,belakang
sultan,2,88.996,89.992,-31643788.244030457,1552133843.4795153,2.4091194680744924e+18,0.5186569200627856,0.07103352722228795,31643788.244030442,1552133843.4795153,2.4091194680744924e+18,-0.5186569200627857,0.07103352722228795,belakang
sultan,2,89.996,90.992,55298297.883868985,1412189718.3752904,1.9942798006848817e+18,0.7693570711983798,0.6336643463397702,-55298297.883868955,1412189718.3752904,1.9942798006848817e+18,-0.7693570711983798,0.6336643463397702,belakang
sultan,2,90.996,156.988,19574920.194163468,1339278771.3327184,1.7936676273424758e+18,0.672024487797114,-0.3897248940979572,-19574920.194163475,1339278771.3327184,1.7936676273424758e+18,-0.6720244877971139,-0.3897248940979581,belakang
sultan,3,156.992,157.988,-69909343.98323563,1333508995.8341446,1.7782462419705884e+18,0.2862859446368392,-0.5708176996577858,69909343.98323563,1333508995.8341446,1.778246241970589e+18,-0.28628594463683915,-0.5708176996577872,belakang
sultan,3,157.992,158.988,22045584.70357392,1512239377.4369853,2.2868679346710008e+18,0.4248243954517429,-0.693500328550114,-22045584.703573897,1512239377.4369853,2.2868679346710008e+18,-0.4248243954517429,-0.6935003285501145,belakang
sultan,3,158.992,159.988,86793419.95785175,1375972880.7355864,1.893301368519788e+18,0.15367690631409942,-0.5290256160263103,-86793419.95785174,1375972880.7355864,1.893301368519788e+18,-0.15367690631409942,-0.5290256160263103,belakang
sultan,3,159.992,160.988,-49132314.345384695,1818156356.66793,3.305692537292001e+18,1.302729269241675,2.76033569965543,49132314.34538469,1818156356.66793,3.305692537292001e+18,-1.302729269241675,2.760335699655431,belakang
sultan,3,160.992,161.988,-23582349.406624846,1756752638.9808455,3.086179834566165e+18,-0.05511985480456667,-0.6466083375665406,23582349.406624824,1756752638.9808455,3.086179834566165e+18,0.05511985480456663,-0.6466083375665406,belakang
sultan,3,161.992,162.988,-77040404.83982588,1851608243.007971,3.4284530855750656e+18,0.9640084857944615,0.654097819325369,77040404.83982585,1851608243.007971,3.4284530855750656e+18,-0.9640084857944613,0.654097819325369,belakang
sultan,3,162.992,228.984,-60698274.065533005,1745198785.1992035,3.0457187998607754e+18,0.8195557219108679,0.8714312395527033,60698274.065533005,1745198785.1992033,3.045718799860775e+18,-0.819555721910868,0.8714312395527046,belakang
sultan,4,228.988,229.984,93254016.6462725,1505658695.171962,2.2670081063469356e+18,0.43458354659336923,-0.15648748348927555,-93254016.64627248,1505658695.171962,2.2670081063469356e+18,-0.43458354659336923,-0.15648748348927555,belakang
sultan,4,229.988,230.984,-21074731.504704498,1352557781.7829247,1.8294125530615455e+18,0.4401828320429179,-0.3900199246740841,21074731.504704475,1352557781.7829244,1.8294125530615452e+18,-0.44018283204291814,-0.39001992467408275,belakang
sultan,4,230.988,231.984,-123576835.1724394,1480614798.306474,2.1922201809641203e+18,0.5969640702295087,0.5428693848761972,123576835.17243937,1480614798.306474,2.1922201809641203e+18,-0.5969640702295086,0.5428693848761967,belakang
sultan,4,231.988,232.984,157382023.02096343,1537696135.9478471,2.3645094065089403e+18,0.27830849013084286,0.23960127881911264,-157382023.02096346,1537696135.9478471,2.36450940650894e+18,-0.27830849013084286,0.23960127881911353,belakang
sultan,4,232.988,233.984,-94218753.62890331,1455816204.4228687,2.1194008210602076e+18,1.1578698216591479,1.588442458886976,94218753.62890331,1455816204.4228687,2.1194008210602076e+18,-1.1578698216591479,1.5884424588869752,belakang
sultan,4,233.988,234.984,82688088.40247107,1467875994.4520085,2.1546599350884726e+18,0.3891075674941237,-0.8823976174887451,-82688088.40247111,1467875994.4520085,2.1546599350884726e+18,-0.3891075674941237,-0.8823976174887451,belakang
sultan,4,234.988,300.98,-65247425.951234326,1037822128.219508,1.077074769822069e+18,-0.04334483006340467,-0.8944035129587546,65247425.95123435,1037822128.2195079,1.0770747698220687e+18,0.043344830063404734,-0.8944035129587538,belakang
sultan,5,300.984,301.98,57133966.22828278,1390053210.3405516,1.932247927578074e+18,0.4091342116741589,-0.3333954710024951,-57133966.228282794,1390053210.3405516,1.932247927578074e+18,-0.40913421167415887,-0.3333954710024951,belakang
sultan,5,301.984,302.98,-130265038.11704488,1434036973.3844817,2.0564620410337244e+18,0.5795408034409272,0.2971045398758929,130265038.1170449,1434036973.3844817,2.0564620410337244e+18,-0.5795408034409272,0.2971045398758929,belakang
sultan,5,302.984,303.98,150627768.57481986,1356793594.5546088,1.840888858224416e+18,-0.31970094752984735,-0.6858519085647194,-150627768.57481986,1356793594.5546088,1.840888858224416e+18,0.31970094752984735,-0.6858519085647194,belakang
sultan,5,303.984,304.98,-23707349.1987938,1407981220.1001568,1.9824111161547264e+18,0.4169411202848671,-0.2849650557281733,23707349.198793784,1407981220.100157,1.9824111161547267e+18,-0.4169411202848672,-0.28496505572817377,belakang
sultan,5,304.984,305.98,-85843758.24894167,1291277692.2297235,1.6673980784501204e+18,0.8505584455260131,0.8875752318944237,85843758.24894167,1291277692.2297235,1.6673980784501204e+18,-0.8505584455260132,0.8875752318944237,belakang
sultan,5,305.984,306.98,48207384.28295311,1239760754.9168797,1.5370067294320712e+18,0.9430602738969222,0.7948524906526591,-48207384.28295309,1239760754.9168797,1.5370067294320712e+18,-0.9430602738969222,0.7948524906526591,belakang
