subject,loop,start_time,end_time,EXG0_mean,EXG0_std,EXG0_var,EXG0_skew,EXG0_kurtosis,EXG1_mean,EXG1_std,EXG1_var,EXG1_skew,EXG1_kurtosis,label
usamah,1,24.0,24.996,42445282.038481385,2214094263.2428284,4.902213406524803e+18,0.49576072366818613,0.5511472186393465,-42445282.038481414,2214094263.2428284,4.902213406524803e+18,-0.49576072366818613,0.5511472186393465,kanan
usamah,1,25.0,25.996,4810325.82380645,1726360743.4145536,2.9803214164028503e+18,0.5435150816493649,0.0501702797448047,-4810325.823806466,1726360743.4145536,2.9803214164028503e+18,-0.5435150816493649,0.0501702797448047,kanan
usamah,1,26.0,26.996,-46835254.56945824,1782041462.5850494,3.175671774372262e+18,0.42749257960962905,-0.16205352855179456,46835254.56945825,1782041462.5850494,3.175671774372262e+18,-0.42749257960962944,-0.16205352855179456,kanan
usamah,1,27.0,27.996,14997696.566899719,1437566647.25962,2.0665978653132644e+18,0.03837924278752994,-0.6286713967138811,-14997696.566899719,1437566647.25962,2.0665978653132644e+18,-0.03837924278752994,-0.6286713967138811,kanan
usamah,1,28.0,28.996,69704746.3231589,2179267214.8901877,4.749205593895236e+18,1.2101681522621068,1.5612335723941575,-69704746.32315892,2179267214.8901877,4.749205593895236e+18,-1.210168152262107,1.5612335723941584,kanan
usamah,1,29.0,29.996,-51344027.239490114,2123161645.8956265,4.507815374602226e+18,0.29988355026933844,-0.5166643435200502,51344027.239490114,2123161645.8956265,4.507815374602226e+18,-0.29988355026933844,-0.5166643435200502,kanan
usamah,1,30.0,30.996,-16175152.740090111,1865495830.06506,3.480074691990127e+18,0.519121170324428,0.07590860705481983,16175152.740090083,1865495830.06506,3.4800746919901266e+18,-0.519121170324428,0.07590860705482116,kanan
usamah,1,31.0,96.992,-49260140.70202521,2060967423.629332,4.247586721261327e+18,0.8502351220114189,1.1467640460587454,49260140.70202519,2060967423.629332,4.247586721261327e+18,-0.8502351220114189,1.1467640460587454,kanan
usamah,2,96.996,97.992,-55128180.454124264,1887047550.7933939,3.560948458955346e+18,0.3362668669104313,0.017719424670856743,55128180.4541243,1887047550.7933936,3.5609484589553454e+18,-0.3362668669104313,0.017719424670857187,kanan
usamah,2,97.996,98.992,92936321.02043417,1982757835.9266784,3.931328635928645e+18,0.08571785181732951,-0.2951231166405437,-92936321.02043417,1982757835.9266784,3.931328635928645e+18,-0.08571785181732955,-0.29512311664054325,kanan
usamah,2,98.996,99.992,-18155821.41499638,1732547971.6493316,3.0017224740662134e+18,-0.6613687731267124,1.029571862170986,18155821.41499636,1732547971.6493316,3.0017224740662134e+18,0.6613687731267124,1.029571862170986,kanan
