EXG0,EXG1,subject,loop,time
1478640.7353264354,-1478640.7353264359,fahri,1,36.308
1180330.809116534,-1180330.809116534,fahri,1,36.312
892509.8407775569,-892509.8407775569,fahri,1,36.316
698948.9684522524,-698948.9684522529,fahri,1,36.32
677222.6543568885,-677222.6543568885,fahri,1,36.324
875744.923161675,-875744.923161675,fahri,1,36.328
1298720.9954388414,-1298720.9954388414,fahri,1,36.332
1901163.0603410432,-1901163.0603410432,fahri,1,36.336
2596908.4076906447,-2596908.4076906447,fahri,1,36.34
3277877.853154603,-3277877.853154603,fahri,1,36.344
3839439.420645577,-3839439.4206455774,fahri,1,36.348
4204490.208484334,-4204490.208484333,fahri,1,36.352
4343697.824951861,-4343697.824951861,fahri,1,36.356
4280728.158915349,-4280728.15891535,fahri,1,36.36
4087859.4977931045,-4087859.4977931064,fahri,1,36.364
3867147.1942014396,-3867147.1942014387,fahri,1,36.368
3723924.644978663,-3723924.644978662,fahri,1,36.372
3741808.381510807,-3741808.3815108063,fahri,1,36.376
3961533.853837559,-3961533.85383756,fahri,1,36.38
4372247.055687792,-4372247.055687792,fahri,1,36.384
4913278.336057984,-4913278.336057983,fahri,1,36.388
5489341.020717088,-5489341.020717088,fahri,1,36.392
5994276.394993432,-5994276.394993432,fahri,1,36.396
6332632.398856609,-6332632.398856609,fahri,1,36.4
6438815.897953842,-6438815.897953842,fahri,1,36.404
6288574.965963602,-6288574.965963602,fahri,1,36.408
5899736.025431932,-5899736.025431932,fahri,1,36.412
5323528.429894911,-5323528.429894911,fahri,1,36.416
4630103.086695231,-4630103.086695231,fahri,1,36.42
3893163.417829076,-3893163.417829076,fahri,1,36.424
3176657.1465179836,-3176657.1465179836,fahri,1,36.428
2527748.522491469,-2527748.522491469,fahri,1,36.432
1975586.5319442034,-1975586.5319442034,fahri,1,36.436
1534140.5844936867,-1534140.5844936867,fahri,1,36.44
1207781.1401072869,-1207781.1401072866,fahri,1,36.444
994669.9937700937,-994669.9937700937,fahri,1,36.448
889650.7272500256,-889650.7272500256,fahri,1,36.452
882583.4024421694,-882583.4024421703,fahri,1,36.456
956117.2397545492,-956117.2397545492,fahri,1,36.46
1083091.7779755052,-1083091.7779755052,fahri,1,36.464
1226336.032265463,-1226336.032265463,fahri,1,36.468
1342778.1578499032,-1342778.1578499041,fahri,1,36.472
1389881.1088377866,-1389881.108837787,fahri,1,36.476
1333435.0948577751,-1333435.0948577756,fahri,1,36.48
1155609.3818790151,-1155609.3818790151,fahri,1,36.484
859003.0952075559,-859003.0952075559,fahri,1,36.488
465476.87462577457,-465476.87462577457,fahri,1,36.492
12806.682374650612,-12806.682374650612,fahri,1,36.496
-453733.8069514991,453733.8069514986,fahri,1,36.5
-891403.4238112685,891403.4238112685,fahri,1,36.504
-1266278.869151948,1266278.869151948,fahri,1,36.508
-1557149.048249225,1557149.048249225,fahri,1,36.512
-1753337.657175715,1753337.657175715,fahri,1,36.516
-1850691.2676994677,1850691.2676994677,fahri,1,36.52
-1844555.574145117,1844555.574145117,fahri,1,36.524
-1727104.8906100765,1727104.8906100765,fahri,1,36.528
-1488020.4297652594,1488020.429765259,fahri,1,36.532
-1119692.8505305639,1119692.850530563,fahri,1,36.536
-627312.9654970886,627312.9654970886,fahri,1,36.54
-37258.82586855441,37258.825868555345,fahri,1,36.544
599266.1460966384,-599266.1460966375,fahri,1,36.548
1207959.4475751957,-1207959.4475751962,fahri,1,36.552
1703911.6193664381,-1703911.6193664377,fahri,1,36.556
2008155.4147364374,-2008155.4147364374,fahri,1,36.56
2066635.8891222398,-2066635.8891222398,fahri,1,36.564
1866811.5149338911,-1866811.5149338911,fahri,1,36.568
1445333.304872039,-1445333.3048720392,fahri,1,36.572
885646.2519000684,-885646.2519000684,fahri,1,36.576
302019.9060413742,-302019.9060413742,fahri,1,36.58
-183124.284557292,183124.284557292,fahri,1,36.584
-467544.7660305612,467544.7660305612,fahri,1,36.588
-492240.8531892252,492240.8531892252,fahri,1,36.592
-253273.77124053508,253273.77124053508,fahri,1,36.596
197754.86845643353,-197754.868456434,fahri,1,36.6
766432.9508728897,-766432.9508728897,fahri,1,36.604
1337763.1335611762,-1337763.1335611772,fahri,1,36.608
1802143.0289564803,-1802143.0289564803,fahri,1,36.612
2077858.639827828,-2077858.6398278289,fahri,1,36.616
2124357.259491626,-2124357.259491626,fahri,1,36.62
1944855.6315781344,-1944855.6315781344,fahri,1,36.624
1577959.2878453473,-1577959.2878453473,fahri,1,36.628
1082205.2701836089,-1082205.2701836093,fahri,1,36.632
521086.15228372253,-521086.15228372253,fahri,1,36.636
-49136.206472660415,49136.20647265948,fahri,1,36.64
-584837.4907574141,584837.4907574151,fahri,1,36.644
-1052617.2394896867,1052617.2394896857,fahri,1,36.648
-1423973.4332040297,1423973.4332040288,fahri,1,36.652
-1669546.756110984,1669546.7561109848,fahri,1,36.656
-1756409.9551041373,1756409.9551041373,fahri,1,36.66
-1652579.040476296,1652579.0404762956,fahri,1,36.664
-1339451.968664011,1339451.968664011,fahri,1,36.668
-824453.112522475,824453.112522475,fahri,1,36.672
-152942.37325599603,152942.37325599557,fahri,1,36.676
589683.5434600641,-589683.5434600641,fahri,1,36.68
1286533.9996942775,-1286533.999694278,fahri,1,36.684
1808835.8289471753,-1808835.8289471762,fahri,1,36.688
2044553.5026643835,-2044553.5026643835,fahri,1,36.692
1928309.9478740469,-1928309.9478740487,fahri,1,36.696
1461618.6888386179,-1461618.6888386179,fahri,1,36.7
719128.457776865,-719128.4577768631,fahri,1,36.704
-164553.85310491547,164553.85310491547,fahri,1,36.708
-1023122.9995888472,1023122.999588849,fahri,1,36.712
-1696954.1791289113,1696954.1791289095,fahri,1,36.716
-2072149.6330966558,2072149.6330966558,fahri,1,36.72
-2108541.153331248,2108541.153331248,fahri,1,36.724
-1850133.6761225276,1850133.6761225276,fahri,1,36.728
-1413616.1698470563,1413616.1698470544,fahri,1,36.732
-955450.301846345,955450.3018463459,fahri,1,36.736
-630022.1160024079,630022.1160024079,fahri,1,36.74
-549234.6328283474,549234.6328283474,fahri,1,36.744
-753361.6020664438,753361.6020664438,fahri,1,36.748
-1202700.534967139,1202700.5349671384,fahri,1,36.752
-1791156.6513519357,1791156.6513519357,fahri,1,36.756
-2379500.74480132,2379500.74480132,fahri,1,36.76
-2836032.781899666,2836032.7818996664,fahri,1,36.764
-3075210.7132374994,3075210.713237499,fahri,1,36.768
-3080969.0679466063,3080969.0679466063,fahri,1,36.772
-2908455.523747323,2908455.523747323,fahri,1,36.776
-2665420.510513196,2665420.5105131976,fahri,1,36.78
-2476913.6958979126,2476913.6958979145,fahri,1,36.784
-2443732.613201838,2443732.613201838,fahri,1,36.788
-2608471.837225044,2608471.8372250423,fahri,1,36.792
-2938148.6773693217,2938148.6773693208,fahri,1,36.796
-3332319.08574725,3332319.0857472494,fahri,1,36.8
-3652380.287500934,3652380.2875009347,fahri,1,36.804
-3762686.7633122467,3762686.7633122467,fahri,1,36.808
-3575325.2957373844,3575325.2957373844,fahri,1,36.812
-3084018.2610925958,3084018.2610925967,fahri,1,36.816
-2375660.233805623,2375660.233805622,fahri,1,36.82
-1615505.8546907902,1615505.8546907902,fahri,1,36.824
-1009243.9368692171,1009243.9368692171,fahri,1,36.828
-752403.7788081467,752403.7788081486,fahri,1,36.832
-978061.7833954301,978061.7833954319,fahri,1,36.836
-1719120.7820170578,1719120.7820170578,fahri,1,36.84
-2893143.318535352,2893143.318535352,fahri,1,36.844
-4315795.63269739,4315795.63269739,fahri,1,36.848
-5742193.810620792,5742193.810620794,fahri,1,36.852
-6922518.332985334,6922518.332985334,fahri,1,36.856
-7658987.342996636,7658987.342996636,fahri,1,36.86
-7848762.174379915,7848762.174379915,fahri,1,36.864
-7506010.472113257,7506010.472113258,fahri,1,36.868
-6754616.6191986725,6754616.6191986725,fahri,1,36.872
-5793220.160730924,5793220.160730923,fahri,1,36.876
-4845685.821685452,4845685.821685452,fahri,1,36.88
-4105649.2479868196,4105649.2479868196,fahri,1,36.884
-3691078.505926879,3691078.505926879,fahri,1,36.888
-3620095.8596286643,3620095.8596286634,fahri,1,36.892
-3812404.1345032584,3812404.1345032584,fahri,1,36.896
-4116287.5189507026,4116287.518950702,fahri,1,36.9
-4353556.58931767,4353556.58931767,fahri,1,36.904
-4369727.741689947,4369727.741689947,fahri,1,36.908
-4076953.096495823,4076953.0964958225,fahri,1,36.912
-3479439.634832818,3479439.634832818,fahri,1,36.916
-2675725.9136467203,2675725.9136467213,fahri,1,36.92
-1835099.527528111,1835099.527528111,fahri,1,36.924
-1157044.7824270073,1157044.7824270092,fahri,1,36.928
-823824.0798240136,823824.0798240136,fahri,1,36.932
-956974.6944163535,956974.6944163525,fahri,1,36.936
-1588966.5766947065,1588966.5766947065,fahri,1,36.94
-2655129.6529482882,2655129.65294829,fahri,1,36.944
-4006874.461492844,4006874.461492845,fahri,1,36.948
-5447601.64232561,5447601.642325608,fahri,1,36.952
-6772574.3985946365,6772574.398594638,fahri,1,36.956
-7813810.777650055,7813810.777650056,fahri,1,36.96
-8470790.507796966,8470790.507796966,fahri,1,36.964
-8726848.3867435,8726848.3867435,fahri,1,36.968
-8645575.075835232,8645575.07583523,fahri,1,36.972
-8347598.897565778,8347598.89756578,fahri,1,36.976
-7977939.664061077,7977939.664061076,fahri,1,36.98
-7670212.305179935,7670212.305179935,fahri,1,36.984
-7515969.083507214,7515969.083507216,fahri,1,36.988
-7546861.180724312,7546861.180724313,fahri,1,36.992
-7732002.939538878,7732002.939538878,fahri,1,36.996
-7991485.370988438,7991485.370988437,fahri,1,37.0
-8220896.29601638,8220896.296016379,fahri,1,37.004
-8321547.596732555,8321547.596732555,fahri,1,37.008
-8227069.603925778,8227069.603925778,fahri,1,37.012
-7922743.890529387,7922743.890529389,fahri,1,37.016
-7449220.890151393,7449220.890151389,fahri,1,37.02
-6895095.733869266,6895095.7338692695,fahri,1,37.024
-6375372.458061013,6375372.458061013,fahri,1,37.028
-6005344.282907449,6005344.282907452,fahri,1,37.032
-5874930.266818175,5874930.266818175,fahri,1,37.036
-6027899.482969828,6027899.482969828,fahri,1,37.04
-6452325.561393909,6452325.561393905,fahri,1,37.044
-7082545.524242409,7082545.52424241,fahri,1,37.048
-7815006.83534335,7815006.835343348,fahri,1,37.052
-8529955.767092548,8529955.767092552,fahri,1,37.056
-9115488.734648965,9115488.734648969,fahri,1,37.06
-9490093.186139904,9490093.186139908,fahri,1,37.064
-9617373.638428867,9617373.63842887,fahri,1,37.068
-9509390.926228192,9509390.926228192,fahri,1,37.072
-9220311.688081235,9220311.688081238,fahri,1,37.076
-8832345.009653002,8832345.009653002,fahri,1,37.08
-8435930.18764437,8435930.18764437,fahri,1,37.084
-8111616.948644973,8111616.948644977,fahri,1,37.088
-7916638.204792697,7916638.204792697,fahri,1,37.092
-7876914.524736453,7876914.524736453,fahri,1,37.096000000000004
-7988549.184151303,7988549.184151303,fahri,1,37.1
-8225990.707809091,8225990.707809091,fahri,1,37.104
-8551992.53203024,8551992.53203024,fahri,1,37.108
-8931178.649067491,8931178.649067491,fahri,1,37.112
-9337446.13571348,9337446.135713477,fahri,1,37.116
-9761250.975334935,9761250.975334935,fahri,1,37.12
-10206215.446457308,10206215.446457308,fahri,1,37.124
-10683250.989385307,10683250.98938531,fahri,1,37.128
-11203256.423442878,11203256.423442874,fahri,1,37.132
-11769612.596553974,11769612.59655397,fahri,1,37.136
-12372090.96700449,12372090.96700449,fahri,1,37.14
-12986738.909777869,12986738.909777869,fahri,1,37.144
-13579693.604618996,13579693.604618996,fahri,1,37.148
-14114161.726201095,14114161.726201095,fahri,1,37.152
-14559436.149510954,14559436.149510952,fahri,1,37.156
-14900095.236034907,14900095.236034911,fahri,1,37.16
-15137658.331494194,15137658.331494194,fahri,1,37.164
-15291246.799037151,15291246.799037147,fahri,1,37.168
-15393426.77575459,15393426.77575459,fahri,1,37.172
-15484417.841141082,15484417.841141086,fahri,1,37.176
-15604417.564214826,15604417.564214822,fahri,1,37.18
-15785658.684140034,15785658.684140032,fahri,1,37.184
-16047415.502778418,16047415.502778418,fahri,1,37.188
-16394127.061500378,16394127.061500382,fahri,1,37.192
-16815162.918973748,16815162.918973748,fahri,1,37.196
-17287007.151635658,17287007.151635658,fahri,1,37.2
-17774603.27635874,17774603.27635874,fahri,1,37.204
-18235885.234959766,18235885.234959766,fahri,1,37.208
-18625012.65544296,18625012.655442957,fahri,1,37.212
-18895282.963453166,18895282.963453166,fahri,1,37.216
-19006464.14047917,19006464.140479177,fahri,1,37.22
-18929420.738920204,18929420.738920204,fahri,1,37.224
-18653911.81042687,18653911.810426872,fahri,1,37.228
-18196910.96946398,18196910.96946399,fahri,1,37.232
-17606244.245757826,17606244.24575783,fahri,1,37.236
-16959736.464401037,16959736.464401033,fahri,1,37.24
-16357950.920871977,16357950.920871977,fahri,1,37.244
-15909277.855977416,15909277.855977414,fahri,1,37.248
-15712931.176480252,15712931.176480254,fahri,1,37.252
-15837298.971850436,15837298.971850436,fahri,1,37.256
-16303257.62947898,16303257.62947898,fahri,1,37.26
-17073597.707773764,17073597.707773764,fahri,1,37.264
-18054074.33527454,18054074.33527454,fahri,1,37.268
-19107078.831598893,19107078.83159889,fahri,1,37.272
-20074253.831654362,20074253.831654362,fahri,1,37.276
-20808362.562228695,20808362.562228702,fahri,1,37.28
-21201831.45900128,21201831.459001277,fahri,1,37.284
-21208706.30977358,21208706.309773576,fahri,1,37.288
-20856560.755968697,20856560.755968697,fahri,1,37.292
-20239685.776440866,20239685.776440866,fahri,1,37.296
-19500107.032827802,19500107.032827795,fahri,1,37.3
-18795905.81666237,18795905.81666237,fahri,1,37.304
-18266778.678387284,18266778.678387284,fahri,1,37.308
-18004670.87644539,18004670.876445394,fahri,1,37.312
-18034866.634622514,18034866.63462251,fahri,1,37.316
-18313835.77802421,18313835.77802421,fahri,1,37.32
-18741458.24058882,18741458.24058882,fahri,1,37.324
-19186567.20771666,19186567.20771665,fahri,1,37.328
-19520023.727915637,19520023.727915637,fahri,1,37.332
-19643961.18269456,19643961.18269456,fahri,1,37.336
-19517047.58814331,19517047.58814331,fahri,1,37.34
-19162028.07153771,19162028.071537707,fahri,1,37.344
-18659576.373290896,18659576.373290896,fahri,1,37.348
-18128595.78935542,18128595.789355412,fahri,1,37.352
-17698123.434781857,17698123.434781864,fahri,1,37.356
-17477413.485441968,17477413.48544197,fahri,1,37.36
-17529476.994314566,17529476.994314574,fahri,1,37.364
-17857631.549760014,17857631.54976002,fahri,1,37.368
-18405036.17018359,18405036.17018359,fahri,1,37.372
-19065306.158677556,19065306.158677552,fahri,1,37.376
-19705077.188439444,19705077.188439447,fahri,1,37.38
-20188095.928185396,20188095.928185396,fahri,1,37.384
-20401537.569102556,20401537.56910255,fahri,1,37.388
-20276738.66576056,20276738.665760558,fahri,1,37.392
-19800045.652246326,19800045.652246322,fahri,1,37.396
-19013575.4174088,19013575.41740881,fahri,1,37.4
-18005087.67022141,18005087.670221403,fahri,1,37.403999999999996
-16893119.357048117,16893119.357048124,fahri,1,37.408
-15806568.929184847,15806568.929184847,fahri,1,37.412
-14863146.851404525,14863146.851404525,fahri,1,37.416
-14152246.686653376,14152246.68665338,fahri,1,37.42
-13722940.704400688,13722940.704400681,fahri,1,37.424
-13579410.92401588,13579410.924015887,fahri,1,37.428
-13683022.776849493,13683022.776849493,fahri,1,37.432
-13960941.302606799,13960941.302606802,fahri,1,37.436
-14320832.433412544,14320832.433412552,fahri,1,37.44
-14666526.286544994,14666526.286544994,fahri,1,37.444
-14914421.770444594,14914421.770444594,fahri,1,37.448
-15008618.485099666,15008618.485099666,fahri,1,37.452
-14928983.917302683,14928983.917302687,fahri,1,37.456
-14692632.937781565,14692632.937781572,fahri,1,37.46
-14346532.436949186,14346532.436949186,fahri,1,37.464
-13958311.829812542,13958311.829812549,fahri,1,37.468
-13598808.644512698,13598808.644512706,fahri,1,37.472
-13325427.759687163,13325427.759687163,fahri,1,37.476
-13170702.314459495,13170702.314459492,fahri,1,37.48
-13134925.855352797,13134925.85535279,fahri,1,37.484
-13186592.883367494,13186592.883367486,fahri,1,37.488
-13270747.93562264,13270747.935622633,fahri,1,37.492
-13322407.185143754,13322407.18514375,fahri,1,37.496
-13283590.06069906,13283590.060699064,fahri,1,37.5
-13117747.49801217,13117747.498012178,fahri,1,37.504
-12819059.828974858,12819059.828974858,fahri,1,37.508
-12413697.52482517,12413697.524825163,fahri,1,37.512
-11954310.234594338,11954310.234594341,fahri,1,37.516
-11508421.709465273,11508421.709465273,fahri,1,37.52
-11141785.768228963,11141785.768228963,fahri,1,37.524
-10902165.128294937,10902165.128294934,fahri,1,37.528
-10807912.728798546,10807912.72879855,fahri,1,37.532
-10841842.491205044,10841842.491205037,fahri,1,37.536
-10955678.232371092,10955678.232371092,fahri,1,37.54
-11081343.620558992,11081343.620559,fahri,1,37.544
-11145745.989779986,11145745.989779986,fahri,1,37.548
-11089051.797389425,11089051.797389429,fahri,1,37.552
-10878679.898960039,10878679.898960046,fahri,1,37.556
-10518721.145568848,10518721.145568848,fahri,1,37.56
-10051147.788882054,10051147.788882054,fahri,1,37.564
-9548145.42673549,9548145.426735487,fahri,1,37.568
-9097071.950452603,9097071.9504526,fahri,1,37.572
-8780885.484679297,8780885.4846793,fahri,1,37.576
-8659814.753642041,8659814.753642041,fahri,1,37.58
-8756678.95886568,8756678.95886568,fahri,1,37.584
-9048868.268400788,9048868.268400792,fahri,1,37.588
-9469187.55112907,9469187.551129071,fahri,1,37.592
-9916191.690550938,9916191.690550938,fahri,1,37.596000000000004
-10273966.46428701,10273966.46428701,fahri,1,37.6
-10433226.435175546,10433226.43517555,fahri,1,37.604
-10314896.803951014,10314896.803951014,fahri,1,37.608
-9886479.622645102,9886479.622645106,fahri,1,37.612
-9170666.934551332,9170666.934551332,fahri,1,37.616
-8240999.470186558,8240999.470186558,fahri,1,37.62
-7207495.101922132,7207495.101922132,fahri,1,37.624
-6193482.581574883,6193482.581574883,fahri,1,37.628
-5309797.725219861,5309797.725219861,fahri,1,37.632
-4631603.785409361,4631603.785409357,fahri,1,37.636
-4182595.570380844,4182595.5703808405,fahri,1,37.64
-3932075.977027584,3932075.9770275857,fahri,1,37.644
-3804818.41648262,3804818.416482622,fahri,1,37.648
-3701885.878174819,3701885.8781748153,fahri,1,37.652
-3527694.624782756,3527694.624782756,fahri,1,37.656
-3216323.958057333,3216323.958057329,fahri,1,37.66
-2749610.3397510536,2749610.33975105,fahri,1,37.664
-2162819.4119063914,2162819.4119063914,fahri,1,37.668
-1535737.2470105924,1535737.2470105886,fahri,1,37.672
-970928.5508861057,970928.5508861057,fahri,1,37.676
-566069.5622149706,566069.5622149706,fahri,1,37.68
-385329.2590896748,385329.2590896748,fahri,1,37.684
-439069.62743332237,439069.6274333261,fahri,1,37.688
-677566.9521682821,677566.9521682858,fahri,1,37.692
-997606.2694827877,997606.2694827877,fahri,1,37.696
-1266348.857115481,1266348.857115481,fahri,1,37.7
-1350971.897275161,1350971.897275161,fahri,1,37.704
-1149373.45864461,1149373.45864461,fahri,1,37.708
-613571.7654612958,613571.7654612958,fahri,1,37.712
240898.0135704428,-240898.0135704428,fahri,1,37.716
1339601.569798749,-1339601.5697987452,fahri,1,37.72
2568146.839365201,-2568146.839365199,fahri,1,37.724
3798116.118219489,-3798116.1182194874,fahri,1,37.728
4912964.7795838155,-4912964.779583812,fahri,1,37.732
5829525.693820592,-5829525.693820596,fahri,1,37.736
6506799.737200424,-6506799.737200428,fahri,1,37.74
6943536.057190226,-6943536.0571902245,fahri,1,37.744
7167278.4691776745,-7167278.4691776745,fahri,1,37.748
7216706.791368237,-7216706.791368235,fahri,1,37.752
7126351.465993395,-7126351.465993397,fahri,1,37.756
6919909.038083604,-6919909.0380836055,fahri,1,37.76
6608897.022584704,-6608897.022584703,fahri,1,37.764
6200315.6230957275,-6200315.623095727,fahri,1,37.768
5709765.61970135,-5709765.61970135,fahri,1,37.772
5172809.293989637,-5172809.293989636,fahri,1,37.776
4649842.393091818,-4649842.39309182,fahri,1,37.78
4219608.566069705,-4219608.566069705,fahri,1,37.784
3964209.0066645946,-3964209.0066645946,fahri,1,37.788
3949126.8550293986,-3949126.8550294004,fahri,1,37.792
4202982.960420335,-4202982.960420337,fahri,1,37.796
4702657.325243683,-4702657.325243682,fahri,1,37.8
5372881.661671846,-5372881.661671847,fahri,1,37.804
6097654.463739302,-6097654.4637393,fahri,1,37.808
6744089.586053609,-6744089.586053609,fahri,1,37.812
7192907.918097223,-7192907.918097223,fahri,1,37.816
7368751.229566657,-7368751.229566657,fahri,1,37.82
7256210.2574928785,-7256210.2574928785,fahri,1,37.824
6905709.573453464,-6905709.573453464,fahri,1,37.828
6422373.162336594,-6422373.162336594,fahri,1,37.832
5941185.861276828,-5941185.861276828,fahri,1,37.836
5594404.4284870755,-5594404.4284870755,fahri,1,37.84
5481548.456153928,-5481548.456153928,fahri,1,37.844
5646333.017663335,-5646333.017663335,fahri,1,37.848
6069195.859180458,-6069195.859180458,fahri,1,37.852
6674630.713101869,-6674630.713101869,fahri,1,37.856
7349889.579352667,-7349889.579352666,fahri,1,37.86
7971289.682720474,-7971289.682720475,fahri,1,37.864
8433084.969261669,-8433084.969261667,fahri,1,37.868
8668326.01058981,-8668326.010589808,fahri,1,37.872
8660655.658173965,-8660655.658173965,fahri,1,37.876
8444234.040636105,-8444234.040636105,fahri,1,37.88
8091335.395843394,-8091335.395843394,fahri,1,37.884
7695136.529327603,-7695136.529327604,fahri,1,37.888
7350641.440272968,-7350641.44027297,fahri,1,37.892
7135776.66089187,-7135776.660891871,fahri,1,37.896
7100440.857603345,-7100440.857603347,fahri,1,37.9
7262336.258259742,-7262336.25825974,fahri,1,37.903999999999996
7608170.640491562,-7608170.640491562,fahri,1,37.908
8100390.203584131,-8100390.203584133,fahri,1,37.912
8684337.707012383,-8684337.707012381,fahri,1,37.916
9297217.410351336,-9297217.410351336,fahri,1,37.92
9877055.916246722,-9877055.916246722,fahri,1,37.924
10369267.936296107,-10369267.936296107,fahri,1,37.928
10732873.077643871,-10732873.07764387,fahri,1,37.932
10945358.194445428,-10945358.19444543,fahri,1,37.936
11006453.950464584,-11006453.950464584,fahri,1,37.94
10937572.223134559,-10937572.223134557,fahri,1,37.944
10778774.486719161,-10778774.486719161,fahri,1,37.948
10582747.564977948,-10582747.564977948,fahri,1,37.952
10404031.65724571,-10404031.657245712,fahri,1,37.956
10289054.005550206,-10289054.00555021,fahri,1,37.96
10264558.517916892,-10264558.517916894,fahri,1,37.964
10333065.42760722,-10333065.427607223,fahri,1,37.968
10472543.971841872,-10472543.971841875,fahri,1,37.972
10642771.316994175,-10642771.316994172,fahri,1,37.976
10796453.995825127,-10796453.99582513,fahri,1,37.98
10893546.760242864,-10893546.760242864,fahri,1,37.984
10911904.853554543,-10911904.853554541,fahri,1,37.988
10855221.00640072,-10855221.006400717,fahri,1,37.992
10753090.105875537,-10753090.105875537,fahri,1,37.996
10653767.420701504,-10653767.420701506,fahri,1,38.0
10610160.430139557,-10610160.430139553,fahri,1,38.004
10664052.291013312,-10664052.291013313,fahri,1,38.008
10831823.692377806,-10831823.692377806,fahri,1,38.012
11097040.772712216,-11097040.772712216,fahri,1,38.016
11410762.51468015,-11410762.51468015,fahri,1,38.02
11700846.149373434,-11700846.14937343,fahri,1,38.024
11889639.731087923,-11889639.73108792,fahri,1,38.028
11913069.094119392,-11913069.094119392,fahri,1,38.032
