corr_landing,corr_terbang,corr_kanan,corr_kiri,corr_depan,corr_belakang,subject,loop,command
0.09743143561447502,0.14446238062916514,0.1593210554440446,0.1583365271524795,0.13604356830490194,0.10586289361902451,usamah,3,depan
0.16841315503836718,0.09262079819724933,0.1026152491333147,0.19448827835028523,0.10737791302260455,0.07286347130480188,usamah,4,depan
0.10083615043439985,0.0664960749833792,0.10717706953085594,0.0980629230894263,0.05037396659728441,0.09215041971241776,usamah,5,depan
0.07329044548543792,0.07204865797558159,0.18539695344833929,0.09869056313804912,0.17864438754521156,0.08727406699002475,fahri,1,belakang
0.07395131304155908,0.09509130779725818,0.16319290252826069,0.11774484763235495,0.3038081104390942,0.12595613659396318,fahri,2,belakang
0.08620384912449543,0.14742682352238237,0.1151587673786551,0.11692765591074589,0.11774076430989704,0.019376125557832108,fahri,3,belakang
0.09835693412355823,0.06498517102916207,0.09237870020533148,0.07052388589290358,0.24361288752508395,0.009792271348728778,fahri,4,belakang
0.16614626391019793,0.10462486463060064,0.09177306817662692,0.15133417162225798,0.23339029727467256,0.06664794332455136,fahri,5,belakang
0.15761637186570485,0.08387595801981401,0.04785855030525693,0.13158155098589291,0.05088890797197281,0.051552397866400125,sultan,1,belakang
0.077573557057822,0.10013209727188171,0.16893330419067173,0.13020330845799194,0.07352067911876017,0.018600219751274613,sultan,2,belakang
0.10455086214334729,0.10254680258027647,0.03261771105628771,0.043395818787835654,0.12324010082824106,0.06272438152231624,sultan,4,belakang
0.11504591697904232,0.06986890658150423,0.10340511534134188,0.07563079566942724,0.05605072704104315,0.02601825188313742,syarif,1,belakang
0.12484350125289298,0.1276105022895492,0.07070605328026762,0.0824135862665554,0.14141762662144602,0.05285614210465282,syarif,2,belakang
0.04758425934288866,0.08966242979650149,0.08593931556353075,0.16877129371072988,0.06855343754079089,0.03155727489057976,syarif,3,belakang
0.15491485864150978,0.13576892702392396,0.1248620962799326,0.1130605122127759,0.045096644044756745,0.052117128692785224,syarif,4,belakang
0.07632452203790421,0.11088794821319088,0.11388199942828861,0.1451062689085656,0.07448282993271871,0.08216556144583728,syarif,5,belakang
0.036535118337269155,0.14745993353503886,0.0817181361460415,0.10962893261627653,0.007084193925165763,0.15872605627574582,usamah,1,belakang
0.14983772778511048,0.05137233292002619,0.15099757865446428,0.0413307177801994,0.1017410899911584,0.061977969441876606,usamah,2,belakang
0.12848318074545234,0.029452067320981025,0.12222396489092031,0.12150458211599159,0.12901132619765804,0.12514535956777287,usamah,3,belakang
0.08704774872494199,0.02413191282931888,0.09461450500679448,0.11323468750457136,0.08600609182944498,0.12320018445070581,usamah,4,belakang
0.13515944177436146,0.07465115356818505,0.0769710334500392,0.07202161501141027,0.09311174426559765,0.08886963143839335,usamah,5,belakang
