corr_landing,corr_terbang,corr_kanan,corr_kiri,corr_depan,corr_belakang,theta_ch0,alpha_ch0,beta_ch0,theta_ch1,alpha_ch1,beta_ch1,subject,loop,command
0.1472887019965191,0.06837659685701376,0.08241512812097836,0.06663136000783765,0.11295457250496857,0.047684818979335845,469232819117.8085,1182890146492.2507,902281119400.7534,469232819086.7069,1182890146487.889,902281119400.1428,fahri,2,kanan
0.16030532984515183,0.15848318861662866,0.08186950829789123,0.08205650666234394,0.061921626987314474,0.08900470563497087,344568096384.9138,857450959662.4735,794538354062.1808,344568096375.72156,857450959664.7096,794538354062.5238,fahri,3,kanan
0.07691326631601694,0.10153447237142996,0.12478269491525035,0.07304783848891397,0.05129338149017411,0.08229064559318248,857849197109.0642,1349849906353.8276,735741899556.736,857849197132.5486,1349849906351.0781,735741899557.538,fahri,4,kanan
0.06819331425112625,0.09636132730607132,0.04066734488991363,0.10493855425651603,0.09399497407829074,0.07468704257096606,531383584354.8743,885224293083.7366,908172049064.7281,531383584329.69366,885224293085.3066,908172049063.845,fahri,5,kanan
0.045125911517890006,0.10021105034545054,0.12416101800305934,0.08511296498170277,0.0906452432313736,0.03578438835521847,3.692083818602776e+17,4.838613904335744e+17,1.2092443527848404e+18,3.6920838185499776e+17,4.838613904341995e+17,1.209244352784947e+18,sultan,1,kanan
0.1256553624021428,0.12119119988293024,0.1417594655997634,0.098448420598703,0.09124960033686513,0.09877911989915268,3.9457269950975776e+17,7.039191964139479e+17,1.3771114463645504e+18,3.945726995156665e+17,7.039191964198986e+17,1.3771114463649498e+18,sultan,2,kanan
0.0818012990529824,0.10216072267079482,0.1085384378560173,0.10222681106072098,0.024066798985870063,0.05276718544019339,2.497941146723376e+17,5.737528817211777e+17,1.3646064464156334e+18,2.4979411468390195e+17,5.7375288171899974e+17,1.364606446415421e+18,sultan,3,kanan
0.12406950436879559,0.10498799366113033,0.03848528607962719,0.13039357400766355,0.039512043457530385,0.043486927476741634,2.368587055062768e+17,4.720927929653501e+17,1.0263726963716297e+18,2.3685870549628173e+17,4.7209279296636576e+17,1.0263726963719118e+18,sultan,4,kanan
0.09731332751849164,0.1567831318703016,0.14690170034961966,0.11075929739752088,0.05219153420039342,0.01827809736919983,2.203898191826759e+17,4.1780673618298214e+17,8.04887620678137e+17,2.203898191828539e+17,4.178067361838771e+17,8.048876206782618e+17,sultan,5,kanan
0.16798782972014234,0.10086830882843885,0.09441726544857805,0.05503442509722497,0.055461912092607916,0.09263479355976593,2.2796985461394006e+17,4.4594176167120986e+17,1.0933698856708316e+18,2.2796985461253715e+17,4.459417616688162e+17,1.0933698856712385e+18,syarif,2,kanan
0.13945316479228337,0.06975774254937125,0.13301461069437392,0.14717314706393222,0.08351155142543686,0.08593630912583608,3.033961537452045e+17,6.342072357680054e+17,1.2479521216674355e+18,3.0339615375298925e+17,6.342072357655059e+17,1.2479521216672497e+18,syarif,3,kanan
0.15053738394148927,0.10054314831898416,0.0799214297975832,0.1296423482367451,0.015452799691296568,0.025377439429979963,2.8591452737780627e+17,8.905722543763366e+17,1.1727767768448028e+18,2.8591452737289552e+17,8.905722543764513e+17,1.1727767768451126e+18,syarif,5,kanan
0.14312810000439846,0.16805438645926468,0.11353951380591984,0.05862140234073516,0.09428557484478702,0.060309197071315775,5.4788304735651366e+17,7.97879796454478e+17,1.6512866559338424e+18,5.478830473742946e+17,7.978797964573286e+17,1.6512866559334456e+18,usamah,1,kanan
0.06820706731425254,0.057003227958003604,0.09347297123371522,0.13736505722256379,0.09217609716192475,0.1706293482005502,3.736120128353527e+17,9.916272136919473e+17,1.8957110520005384e+18,3.7361201283202394e+17,9.91627213694177e+17,1.8957110520001984e+18,usamah,2,kanan
0.11226157225466589,0.10030566108680568,0.09600839055687167,0.13167280758020236,0.013785043256570428,0.16097683637519303,6.405782758192704e+17,9.789513066693888e+17,1.8891972154570255e+18,6.405782758087488e+17,9.789513066682044e+17,1.889197215457568e+18,usamah,3,kanan
0.13157808931771964,0.13261429074124545,0.15649661005963642,0.10586858970986664,0.05789660757919236,0.12645048330453407,4.519249142704042e+17,1.0249533290928535e+18,1.6779273895317934e+18,4.5192491427682554e+17,1.024953329093207e+18,1.6779273895322324e+18,usamah,4,kanan
0.15164321088017158,0.11580791873490001,0.07921298445323471,0.12814625820161887,0.06160432738231441,0.10490327921924805,3.99741851227618e+17,5.356421072862142e+17,1.7495487424215178e+18,3.997418512514157e+17,5.3564210728849805e+17,1.749548742420164e+18,usamah,5,kanan
0.06351577861933251,0.10994591424762505,0.10675255222821475,0.23133703975313222,0.0896018520532639,0.007582256226233017,366374246340.65063,744298747501.3374,1194793879501.8538,366374246334.0534,744298747501.0587,1194793879501.7925,fahri,1,kiri
0.0764355723451915,0.06809698130077572,0.07392196048701741,0.11040061954110762,0.08758203223018031,0.0836847741553219,505328340732.4435,640664780461.9463,1045216705150.636,505328340736.59186,640664780464.3546,1045216705149.8147,fahri,2,kiri
0.09704744782485171,0.16142036313460043,0.08581670339758607,0.22527652121826905,0.039709497671550534,0.08338525255594068,377113017887.2421,1064739137948.553,1097065484193.4827,377113017891.0412,1064739137950.5781,1097065484194.3044,fahri,3,kiri
0.12547079818375753,0.09316079706790717,0.11162788806731978,0.2898768982413283,0.059859037893999656,0.061513874776044204,432441316736.98926,846915676704.9982,915895040291.4434,432441316720.8543,846915676707.3528,915895040291.1487,fahri,4,kiri
0.058300546535436884,0.12171773047867425,0.10623825766392232,0.37479291938155485,0.03569024906241349,0.07307765256127714,360354261987.9269,904924890160.3616,1041822188427.2123,360354261994.42175,904924890162.2073,1041822188427.2422,fahri,5,kiri
0.06193134243399858,0.04497368975665175,0.058086641406977065,0.08541014680279976,0.10393375391388862,0.07235039930533153,3.455674587663533e+17,8.017610232393132e+17,1.636774466501877e+18,3.4556745876567846e+17,8.017610232385011e+17,1.6367744665016963e+18,sultan,1,kiri
0.14868329577513875,0.10197830799536403,0.0572899569246562,0.08436289795665278,0.07664951803724133,0.06147979717904577,2.8625123880997414e+17,4.852893890583745e+17,1.7178678602817715e+18,2.86251238802717e+17,4.852893890617166e+17,1.7178678602826685e+18,sultan,2,kiri
0.19828138206191853,0.11268209436798557,0.12910779394168265,0.08828403856882203,0.09322527866601397,0.025459327450577652,3.540413218110396e+17,7.193478235191048e+17,1.1359946429418388e+18,3.5404132181537376e+17,7.19347823523019e+17,1.1359946429421257e+18,sultan,3,kiri
0.18109478470682133,0.045806725669225085,0.07881224468816905,0.1105337081736104,0.04620418625026228,0.14051021075950387,2.8074882428486605e+17,5.914258124845386e+17,1.1538221008247165e+18,2.8074882427284957e+17,5.91425812484372e+17,1.153822100824913e+18,sultan,4,kiri
0.1898583553741618,0.13803506386394815,0.09779863941586342,0.12035864848618096,0.03287378071174631,0.09497933666255313,2.1563385285578797e+17,3.629287061036922e+17,8.634092031591297e+17,2.1563385285587373e+17,3.629287061044336e+17,8.634092031591707e+17,syarif,1,kiri
0.1681242338592738,0.10826021860078648,0.10342908334135982,0.11963916128308826,0.08322937292706904,0.07929697119451863,2.1709869304457222e+17,3.695858162252115e+17,9.812500543779726e+17,2.1709869304643315e+17,3.6958581622344774e+17,9.812500543776993e+17,syarif,2,kiri
0.09561114604558632,0.11857615823890727,0.13092501442679305,0.11206951462530432,0.04325200051720857,0.06779964835693808,2.4122461522783578e+17,5.654053012221784e+17,1.3389760524136187e+18,2.4122461524324826e+17,5.6540530121958586e+17,1.3389760524138286e+18,syarif,3,kiri
0.16411355839035105,0.060555547780967604,0.08482004126110787,0.08747160120281634,0.09844138275795977,0.05496214382874971,2.870219811767963e+17,6.594880877952869e+17,1.3893226302078323e+18,2.870219811820386e+17,6.594880877994285e+17,1.3893226302077123e+18,syarif,4,kiri
0.11326545369688476,0.053087100674685084,0.05153106047877094,0.06673719910407072,0.04641862833032672,0.04735991648822674,3.89108757643497e+17,6.376316270736152e+17,1.5513945872947366e+18,3.891087576537803e+17,6.376316270735282e+17,1.5513945872955525e+18,syarif,5,kiri
0.13148858189794294,0.1514618865817067,0.16772224047351048,0.14399837534709997,0.0722614312104167,0.047998136556838406,5.849217940605804e+17,1.2326203418690122e+18,2.1011929071002365e+18,5.84921794057496e+17,1.2326203418715092e+18,2.1011929070988595e+18,usamah,1,kiri
0.1255375305931945,0.08777415961077178,0.0805111472869223,0.13489593925292034,0.042771649026578124,0.10506024093686711,3.4741269678489984e+17,1.0588925938837448e+18,2.0053818131172923e+18,3.4741269678400045e+17,1.0588925938878135e+18,2.0053818131158152e+18,usamah,2,kiri
0.10553838597362358,0.11382521496305104,0.10882546539003768,0.09565745571474524,0.09546904755347387,0.050066726563754896,3.3384144616423277e+17,8.369972344458156e+17,2.049650257258134e+18,3.3384144616992006e+17,8.369972344470702e+17,2.0496502572580147e+18,usamah,3,kiri
0.20227553571954163,0.08050254001309173,0.12978714756227971,0.13949053629132804,0.1298628730329568,0.05713825126784378,4.4404079909383846e+17,8.502390457880033e+17,2.020191936685514e+18,4.4404079908430714e+17,8.502390457874234e+17,2.0201919366845676e+18,usamah,4,kiri
0.09085835836058778,0.06718244832144864,0.08853889630500912,0.12124237908684528,0.07388073016645663,0.05816272432371915,5.17758673826506e+17,6.782968080505956e+17,2.0316828331086305e+18,5.1775867382056736e+17,6.782968080509523e+17,2.0316828331091459e+18,usamah,5,kiri
0.09268751812703942,0.11728526376241816,0.06108004378530658,0.08976675729208693,0.019218935358055456,0.11555027249932312,703416199244.2573,915954351439.1223,1623004809814.6116,703416199255.302,915954351434.74,1623004809815.1245,fahri,1,depan
0.1168004351713991,0.15882044499291023,0.04118670479185593,0.08336731289596862,0.026267555273592962,0.0695925423485942,415158400218.6145,790440480873.0093,1003375820532.7268,415158400226.79364,790440480871.0754,1003375820532.7474,fahri,2,depan
0.1723343137695702,0.08558696010797213,0.05452380897437715,0.05024963694579677,0.06648695914092881,0.1729253930766566,519346192058.2053,625598986014.3723,1246704281107.9663,519346192072.9977,625598986012.2764,1246704281107.8044,fahri,3,depan
0.1352484678590064,0.054097084889917275,0.10820013753231567,0.18734765537842327,0.0551499355938888,0.045204886098149974,477867705174.2852,544000169495.499,901636145131.5658,477867705195.15137,544000169499.4585,901636145131.642,fahri,4,depan
0.21289063418332532,0.14037233785705494,0.1512841522319633,0.09745044093535649,0.02129477092325294,0.08025109454825731,415498690223.68524,589309263380.9681,1162617809966.1519,415498690220.8717,589309263383.697,1162617809966.2869,fahri,5,depan
0.10858296245457477,0.06849037196397115,0.07479440687921085,0.06789233248066485,0.03040700121159132,0.04391756878852674,5.082474535597033e+17,8.197421494866061e+17,1.2883670022281574e+18,5.082474535659723e+17,8.197421494957102e+17,1.2883670022286787e+18,sultan,1,depan
0.15289822706644546,0.04433329318653881,0.07922657615125599,0.11066679661947634,0.13618399173280105,0.08650867064749172,3.279774578521599e+17,7.20280165430458e+17,1.312797677274742e+18,3.2797745784764486e+17,7.202801654373115e+17,1.31279767727466e+18,sultan,2,depan
0.15574519948263854,0.12938314859246736,0.10968788059804162,0.17120860952527772,0.10576808541898255,0.14605463465749063,2.7268634272488128e+17,7.483366936263231e+17,1.164789397039481e+18,2.7268634273773462e+17,7.483366936221012e+17,1.1647893970399575e+18,sultan,4,depan
0.1061503866773404,0.07443557747885057,0.08001890032174418,0.09975404775749967,0.05128840146318056,0.04586878145305721,2.5389742205190394e+17,4.419427620092514e+17,1.0307787123151459e+18,2.538974220399593e+17,4.419427620105979e+17,1.0307787123159596e+18,sultan,5,depan
0.08819119318703246,0.21677902955681003,0.10139494358789973,0.05807599662741228,0.2126534602175496,0.05622136084394005,2.7699068559893366e+17,5.3566159472789325e+17,1.0837378252588797e+18,2.7699068559801267e+17,5.356615947296132e+17,1.0837378252598831e+18,syarif,1,depan
0.15310341575520872,0.05383647140946849,0.06821027378163755,0.09353348169625506,0.03009127663549357,0.036556413166424086,2.845444879157863e+17,5.950945118998367e+17,1.0233357715186737e+18,2.8454448790673898e+17,5.95094511900069e+17,1.0233357715184165e+18,syarif,2,depan
0.04686482026664491,0.07754677207410872,0.04670605428466587,0.15167678386497188,0.11882439083374238,0.0404483295507625,2.915777314718078e+17,4.654037401882011e+17,1.386278378719857e+18,2.91577731462618e+17,4.65403740191643e+17,1.3862783787191012e+18,syarif,4,depan
0.10544223874080914,0.11220676550190682,0.15890970041510386,0.12177029433080916,0.06784369740968253,0.07769710636736296,3.1807557917785504e+17,6.568956551844756e+17,1.378460928453527e+18,3.180755791849389e+17,6.568956551869987e+17,1.3784609284528942e+18,syarif,5,depan
0.11285778929304575,0.07443047777153541,0.10350540046754705,0.17805984560985313,0.0996044506181583,0.06263282408664655,4.7443592309433126e+17,1.201126846532837e+18,1.5466016495768046e+18,4.7443592310264474e+17,1.2011268465298675e+18,1.5466016495793682e+18,usamah,2,depan
0.09743143561447502,0.14446238062916514,0.1593210554440446,0.1583365271524795,0.13604356830490194,0.10586289361902451,3.105950113383371e+17,8.854610306412586e+17,1.8661037536870333e+18,3.105950113685046e+17,8.854610306373645e+17,1.8661037536878592e+18,usamah,3,depan
0.16841315503836718,0.09262079819724933,0.1026152491333147,0.19448827835028523,0.10737791302260455,0.07286347130480188,6.119212058484649e+17,8.966368397466085e+17,1.996149324385327e+18,6.119212058444215e+17,8.966368397483425e+17,1.9961493243851904e+18,usamah,4,depan
0.10083615043439985,0.0664960749833792,0.10717706953085594,0.0980629230894263,0.05037396659728441,0.09215041971241776,5.119776195131851e+17,1.0599612835712008e+18,2.2043829050736737e+18,5.1197761950489376e+17,1.0599612835803246e+18,2.2043829050748393e+18,usamah,5,depan
0.07329044548543792,0.07204865797558159,0.18539695344833929,0.09869056313804912,0.17864438754521156,0.08727406699002475,400875145844.4956,813716421189.9015,1107023593965.4001,400875145850.1297,813716421188.914,1107023593964.515,fahri,1,belakang
0.07395131304155908,0.09509130779725818,0.16319290252826069,0.11774484763235495,0.3038081104390942,0.12595613659396318,398497065356.0197,612115349811.8281,1149087290420.333,398497065348.38513,612115349809.8372,1149087290420.133,fahri,2,belakang
0.08620384912449543,0.14742682352238237,0.1151587673786551,0.11692765591074589,0.11774076430989704,0.019376125557832108,526421002159.8852,639376020998.5558,912708419205.9773,526421002159.3843,639376021000.6559,912708419206.5697,fahri,3,belakang
0.09835693412355823,0.06498517102916207,0.09237870020533148,0.07052388589290358,0.24361288752508395,0.009792271348728778,690113514170.8594,612923875281.5115,973532786187.9795,690113514188.3274,612923875279.349,973532786187.7166,fahri,4,belakang
0.16614626391019793,0.10462486463060064,0.09177306817662692,0.15133417162225798,0.23339029727467256,0.06664794332455136,621730350984.7754,710088786474.1232,938099577717.543,621730351004.6843,710088786470.0444,938099577717.7566,fahri,5,belakang
0.15761637186570485,0.08387595801981401,0.04785855030525693,0.13158155098589291,0.05088890797197281,0.051552397866400125,4.399961381981517e+17,7.95305467902845e+17,1.4398836379413194e+18,4.399961382071844e+17,7.953054679002967e+17,1.439883637941941e+18,sultan,1,belakang
0.077573557057822,0.10013209727188171,0.16893330419067173,0.13020330845799194,0.07352067911876017,0.018600219751274613,3.5923149188284115e+17,4.8986180976356634e+17,1.310591704923476e+18,3.592314918822424e+17,4.898618097647091e+17,1.3105917049233024e+18,sultan,2,belakang
0.10455086214334729,0.10254680258027647,0.03261771105628771,0.043395818787835654,0.12324010082824106,0.06272438152231624,2.4707543021436218e+17,6.604308680608116e+17,1.1049484800950317e+18,2.470754302053799e+17,6.604308680624128e+17,1.1049484800952727e+18,sultan,4,belakang
0.11504591697904232,0.06986890658150423,0.10340511534134188,0.07563079566942724,0.05605072704104315,0.02601825188313742,2.677219162155662e+17,5.271527950688636e+17,1.0693150292722081e+18,2.677219162307804e+17,5.271527950679675e+17,1.069315029272164e+18,syarif,1,belakang
0.12484350125289298,0.1276105022895492,0.07070605328026762,0.0824135862665554,0.14141762662144602,0.05285614210465282,2.4203484193939808e+17,4.902217930449302e+17,9.998077197955304e+17,2.4203484192215546e+17,4.902217930470123e+17,9.998077197950477e+17,syarif,2,belakang
0.04758425934288866,0.08966242979650149,0.08593931556353075,0.16877129371072988,0.06855343754079089,0.03155727489057976,2.3089005311158835e+17,4.9652165821107494e+17,1.2175121187131638e+18,2.3089005310068397e+17,4.965216582106619e+17,1.2175121187134776e+18,syarif,3,belakang
0.15491485864150978,0.13576892702392396,0.1248620962799326,0.1130605122127759,0.045096644044756745,0.052117128692785224,3.518343838334945e+17,7.078087441474638e+17,1.33114785236924e+18,3.5183438385340006e+17,7.078087441463698e+17,1.3311478523694257e+18,syarif,4,belakang
0.07632452203790421,0.11088794821319088,0.11388199942828861,0.1451062689085656,0.07448282993271871,0.08216556144583728,4.051297188531744e+17,7.170321504163172e+17,1.6966961308210803e+18,4.0512971885954355e+17,7.17032150417545e+17,1.6966961308210294e+18,syarif,5,belakang
0.036535118337269155,0.14745993353503886,0.0817181361460415,0.10962893261627653,0.007084193925165763,0.15872605627574582,3.6237418170695834e+17,7.097285081831887e+17,1.7378085573205588e+18,3.623741816982002e+17,7.097285081835471e+17,1.7378085573213076e+18,usamah,1,belakang
