O1
36127.281025324
36125.1352578563
36136.2440748506
36153.1419936588
36159.1769646617
36136.512295784
36120.2849293095
36127.1469148573
36136.5346475285
36141.3626243308
36109.5337402265
36110.5619204714
36139.6862434967
36147.8669819673
36161.5015460851
36138.9486359297
36120.262577565
36142.4355080647
36163.3120373859
36174.2420404246
36149.521011057
36132.1760573597
36125.5599410009
36119.8602461648
36125.4258305342
36115.2334350626
36122.1624758437
36143.3519295874
36152.5832000474
36149.4539558237
36121.2684060655
36113.9817373731
36119.1673420867
36133.5618655159
36145.0283104215
36118.4520862641
36108.9749466151
36120.8884264098
36133.1818858602
36142.9495981872
36120.8884264098
36117.2897955525
36122.1624758437
36128.2421503356
36132.287816082
36118.5191414975
36118.7650106865
36121.29075781
36123.1906560887
36137.6298830068
36128.1080398688
36108.8184844039
36123.9729671446
36136.802868462
36137.5851795179
36115.9710426296
36107.2315105476
36120.0837636094
36131.9078364262
36139.6862434967
36125.9175689122
36115.4569525071
36119.6590804647
36137.4957725401
36156.6735692827
36132.9136649267
36117.513312997
36120.5307984985
36137.4510690512
36145.2518278661
36128.26450208
36113.6241094618
36122.7212694551
36146.2129528776
36157.0759006829
36133.0701271379
36123.2800630665
36119.770839187
36130.276159081
36133.025423649
36111.5677489719
36103.766990157
36108.3043942814
36128.9797579026
36150.5044878131
36131.8184294484
36102.8282168899
36105.5998332023
36113.780571673
36134.6794527387
36138.3004353405
36117.2897955525
36121.7154409546
36127.6386532353
36140.1332783858
36127.526894513
36104.258728535
36101.509463967
36116.1498565853
36147.1070226559
36129.2032753472
36114.3170135399
36126.543417757
36137.2051998621
36141.0496999085
36122.8330281774
36104.9292808687
36110.1148855823
36118.2732723085
36122.4530485216
36105.8904058803
36100.7942081445
36113.534702484
36120.9554816431
36129.0915166249
36103.2529000345
36088.5901556719
36115.9710426296
36132.77955446
36145.6541592663
36133.1595341157
36111.9030251387
36111.277176294
36115.1663798292
36124.7105747116
36126.4093072902
36112.1935978167
36109.3772780153
36124.9117404117
36136.8252202064
36118.0721066084
36108.4161530037
36106.1362750693
36103.4540657346
36120.3743362873
36110.8971966383
36096.5920801869
36100.1013040663
36108.2596907925
36124.777629945
36124.4423537782
36103.5658244569
36111.5901007164
36118.6532519642
36133.0030719046
36125.5375892565
36105.2422052911
36102.001202345
36109.7125541821
36131.3490428149
36111.7912664165
36072.6533618752
36089.2160045166
36129.2256270916
36128.9574061581
36109.265519293
36083.8292341029
36087.9866585716
36099.9448418552
36112.5288739835
36089.1713010277
36075.8273095879
36089.0818940499
36106.4715512361
36112.7300396836
36080.5211759235
36069.2782484625
36093.1946150296
36103.6105279458
36113.7358681841
36106.9632896141
36081.2587834905
36095.8991761087
36110.5172169825
36126.252845079
36105.7115919246
36081.7058183796
36084.1198067808
36087.5843271714
36126.5657695014
36118.4520862641
36090.0430190614
36105.0857430799
36120.5531502429
36120.9554816431
36098.6037371878
36073.5027281645
36076.3637514548
36090.4453504616
36109.6902024377
36095.2509755195
36066.3054664499
36071.4016641857
36095.519196453
36104.5940047019
36099.0284203325
36085.013876559
36096.3685627423
36093.1722632852
36103.9458041126
36101.5318157115
36092.3228969959
36089.2607080055
36097.6649639207
36114.8758071513
36107.2985657809
36086.5114434375
36098.6484406767
36111.8806733943
36118.8097141754
36094.6251266748
36061.8351175589
36063.8467745598
36076.5872688994
36093.99927783
36095.3627342418
36072.5639548974
36073.8380043314
36099.3413447549
36116.1722083297
36097.6202604318
36079.6047544008
36088.4783969496
36094.4239609747
36108.4832082371
36085.5279666815
36065.1878792272
36091.5182341955
36097.5979086873
36116.9098158967
36103.5658244569
36075.4249781877
36077.1907659997
36091.8311586179
36100.9506703556
36090.2441847615
36062.7068355926
36061.4774896476
36069.9040973072
36081.2140800016
36083.9409928252
36078.3083532224
36088.254879505
36089.0818940499
36097.2402807761
36092.3899522293
36065.9478385386
36061.2092687141
36068.4735856621
36088.5678039274
36084.9691730701
36058.1247279793
36065.4784519051
36091.8982138512
36112.8641501503
36104.1246180683
36082.6669433912
36081.0576177904
36094.043981319
36109.4443332487
36086.533795182
36057.6776930902
36064.9420100381
36080.6329346458
36095.273327264
36095.9438795977
36067.1324809948
36062.5503733814
36070.7534635965
36091.8758621068
36074.6203153873
36049.9439895086
36047.6864633186
36069.9264490517
36090.4453504616
36070.8652223188
36047.6194080853
36065.1431757382
36090.3112399949
36108.8184844039
36090.2441847615
36079.761216612
36099.8777866218
36100.8165598889
36110.5619204714
36087.4502167046
36047.507649363
36060.4046059137
36092.9934493296
36112.6629844502
36105.4210192467
36069.5241176515
36057.7894518124
36063.5562018819
36080.5882311569
36081.8846323353
36056.4483471451
36040.1539254372
36059.4434809021
36091.4735307066
36087.7407893826
36062.2150972146
36071.5357746525
36084.5668416699
36089.6406876613
36081.9293358242
36064.0479402599
36067.534812395
36077.2131177441
36084.4327312032
36065.0984722493
36041.7185475491
36070.5075944075
36087.0031818155
36097.7990743874
36086.6455539042
36057.1859547121
36049.3851958972
36043.9313702502
36047.6864633186
36059.5105361355
36046.6135795848
36041.3832713822
36065.3890449272
36091.2276615176
36088.3666382273
36045.1607161952
36046.7476900515
36065.769024583
36068.1606612397
36068.9206205512
36055.6213326003
36059.3317221799
36072.2957339639
36085.5726701704
36076.5425654104
36045.9206755067
36053.7884895549
36063.0421117594
36088.3219347384
36075.9167165657
36036.5999980688
36034.49893409
36052.1791639542
36068.272419962
36054.8613732888
36048.3570156523
36057.7447483235
36076.4308066882
36092.6805249072
36076.6766758772
36048.0217394855
36043.774908039
36047.3511871518
36063.2209257151
36065.6125623718
36040.5786085819
36041.5844370823
36064.6961408491
36076.0508270324
36072.8098240864
36061.253972203
36057.7447483235
36056.2248297006
36055.2413529445
36072.1169200083
36067.1995362281
36055.5766291114
36057.767100068
36063.9585332821
36060.3599024248
36059.1529082242
36060.2481437025
36061.8574693033
36065.7913763274
36060.2034402136
36045.1607161952
36049.7428238085
36060.9186960362
36071.4463676746
36069.3006002069
36040.9362364931
36045.2277714286
36049.4075476417
36047.8429255298
36049.3628441528
36020.9090734612
36045.5630475954
