subject,loop,start_time,end_time,EXG0_mean,EXG0_std,EXG0_var,EXG0_skew,EXG0_kurtosis,EXG1_mean,EXG1_std,EXG1_var,EXG1_skew,EXG1_kurtosis,label
fahri,1,12.0,12.996,829755.5538595152,2708083.886297392,7333718335223.586,0.15877337637865485,-0.9311772524536392,-829755.5538595156,2708083.886297392,7333718335223.586,-0.15877337637865443,-0.9311772524536392,belakang
fahri,1,13.0,13.996,-677740.1289085201,2047957.2146304597,4194128752956.95,0.31015519899048805,-0.346602792326157,677740.1289085202,2047957.2146304597,4194128752956.95,-0.3101551989904881,-0.346602792326157,belakang
fahri,1,14.0,14.996,-218439.7353117401,2688584.1655107685,7228484815035.236,0.07826215085174253,-0.462119012731947,218439.73531174005,2688584.1655107685,7228484815035.236,-0.07826215085174242,-0.462119012731947,belakang
fahri,1,15.0,15.996,-28903.62024007821,2945182.196845515,8674098172615.774,0.4507921310663931,-0.021834701332326567,28903.62024007833,2945182.196845515,8674098172615.774,-0.45079213106639304,-0.021834701332326567,belakang
fahri,1,16.0,16.996000000000002,-1332484.9953972488,3532785.577134893,12480573934012.316,-0.24822949075108458,-0.45509923257977025,1332484.9953972483,3532785.577134893,12480573934012.316,0.24822949075108514,-0.45509923257976936,belakang
fahri,1,17.0,17.996000000000002,73405.33607616139,6891026.840553435,47486250917227.85,0.033659754027611156,-1.431707572991406,-73405.33607616091,6891026.840553435,47486250917227.85,-0.03365975402761126,-1.431707572991406,belakang
fahri,1,18.0,18.996,2707422.84558969,3422075.6665767957,11710601867777.02,-0.12053244558708737,-1.1026575558689387,-2707422.84558969,3422075.6665767953,11710601867777.018,0.12053244558708719,-1.1026575558689384,belakang
fahri,1,19.0,84.992,-601622.6731864405,2002959.426968119,4011846466080.456,-0.08436472655963889,0.32232984209198356,601622.6731864405,2002959.426968119,4011846466080.456,0.08436472655963916,0.32232984209198356,belakang
fahri,2,84.996,85.992,-3135639.1838668007,2987126.1934070694,8922922895338.61,-0.1906342765964174,-0.27315521506787466,3135639.1838668003,2987126.1934070694,8922922895338.61,0.19063427659641774,-0.2731552150678742,belakang
fahri,2,85.996,86.992,4031570.478682136,3023060.907703698,9138897251686.309,-0.10593611827800417,-1.0048127272038536,-4031570.478682136,3023060.907703698,9138897251686.309,0.10593611827800409,-1.0048127272038536,belakang
fahri,2,86.996,87.992,-269454.91049610625,1875170.5118382738,3516264448467.8135,0.11287343307818742,0.5925153802564105,269454.91049610614,1875170.5118382738,3516264448467.8135,-0.11287343307818704,0.5925153802564105,belakang
fahri,2,87.996,88.992,-1102838.408665229,2701867.0407903926,7300085506109.432,-0.8272862179807651,0.5717993545083315,1102838.4086652293,2701867.0407903926,7300085506109.432,0.8272862179807644,0.5717993545083315,belakang
fahri,2,88.996,89.992,-508282.100848863,1507451.0078071202,2272408540938.702,-0.1659425680443754,-0.009412667853528678,508282.1008488631,1507451.0078071202,2272408540938.702,0.16594256804437532,-0.00941266785352779,belakang
fahri,2,89.996,90.992,446894.21029973164,1836789.5773262277,3373795951374.262,0.20120229030747477,-0.14931655732263405,-446894.21029973164,1836789.577326228,3373795951374.2627,-0.20120229030747497,-0.1493165573226345,belakang
fahri,2,90.996,156.988,-26226.47825906518,1692609.908969753,2864928303942.595,-0.25552141145882473,-0.39674816605072527,26226.478259065123,1692609.9089697527,2864928303942.594,0.2555214114588246,-0.39674816605072216,belakang
