subject,loop,start_time,end_time,EXG0_mean,EXG0_std,EXG0_var,EXG0_skew,EXG0_kurtosis,EXG0_hjorth_activity,EXG0_hjorth_mobility,EXG0_hjorth_complexity,EXG0_delta,EXG0_theta,EXG0_alpha,EXG0_beta,EXG0_gamma,EXG1_mean,EXG1_std,EXG1_var,EXG1_skew,EXG1_kurtosis,EXG1_hjorth_activity,EXG1_hjorth_mobility,EXG1_hjorth_complexity,EXG1_delta,EXG1_theta,EXG1_alpha,EXG1_beta,EXG1_gamma,label
sultan,1,54.98,120.972,131320999.86901063,1489266802.8578856,2.2179156100945482e+18,0.6514558825740319,0.045314433840670354,2.2179156100945482e+18,0.3216026867344604,1.8357216915353216,5.973408061042303e+16,1.7767763342046086e+17,2.198335995888236e+17,5.963268338088426e+16,59322923745.73757,-131320999.86901058,1489266802.8578856,2.217915610094548e+18,-0.6514558825740321,0.045314433840670354,2.217915610094548e+18,0.3216026867344604,1.8357216915353216,5.973408061042304e+16,1.7767763342046086e+17,2.198335995888236e+17,5.963268338088426e+16,59322923745.73683,terbang
sultan,2,120.976,121.972,-123528950.01334739,1527867090.8661351,2.334377847351747e+18,0.21151827257377293,-0.4989724162616578,2.334377847351747e+18,0.30519616507505787,1.4329105475182369,1.215648729624554e+17,1.3398074475274888e+17,6.0444871399368104e+16,5.178923771580235e+16,33574854226.342506,123528950.01334739,1527867090.8661351,2.334377847351747e+18,-0.21151827257377298,-0.4989724162616578,2.334377847351747e+18,0.30519616507505787,1.4329105475182369,1.2156487296245536e+17,1.3398074475274885e+17,6.044487139936811e+16,5.178923771580235e+16,33574854226.344246,terbang
sultan,2,121.976,122.972,118188548.98589996,1809403866.2942843,3.273942351360704e+18,0.5215527239357558,0.2765025844819955,3.273942351360704e+18,0.30277115308633,1.2972635702695103,1.1271096404940832e+17,2.2082427044532755e+17,2.6513467535686893e+17,9.774571328993707e+16,43239466498.424255,-118188548.9858999,1809403866.2942843,3.273942351360704e+18,-0.5215527239357558,0.2765025844819955,3.273942351360704e+18,0.30277115308633,1.2972635702695103,1.1271096404940834e+17,2.2082427044532752e+17,2.6513467535686893e+17,9.774571328993709e+16,43239466498.42525,terbang
sultan,2,122.976,123.972,-267135102.0305375,1485861524.1519134,2.2077844689550474e+18,0.9457299151664756,1.1721110566157718,2.2077844689550474e+18,0.30994695645005316,1.4143598859978876,8.381782090634102e+16,9.389203507349768e+16,9.291489707107766e+16,6.407596548180721e+16,43375529476.930244,267135102.0305375,1485861524.1519134,2.2077844689550474e+18,-0.9457299151664754,1.1721110566157709,2.2077844689550474e+18,0.30994695645005316,1.4143598859978876,8.381782090634102e+16,9.389203507349768e+16,9.291489707107766e+16,6.40759654818072e+16,43375529476.93227,terbang
sultan,2,123.976,124.972,109724958.97723429,1362333532.8863966,1.8559526548267308e+18,0.421428105250824,-0.21511212033001215,1.8559526548267308e+18,0.3019494918691165,1.405574386198562,7.719698382274848e+16,1.226015327888129e+17,5.6105790662948744e+16,2.6070822608293396e+16,48429900130.569855,-109724958.97723426,1362333532.8863966,1.8559526548267305e+18,-0.42142810525082397,-0.21511212033001126,1.8559526548267305e+18,0.30194949186911657,1.4055743861985617,7.719698382274848e+16,1.226015327888129e+17,5.610579066294872e+16,2.6070822608293396e+16,48429900130.56857,terbang
sultan,2,124.976,125.972,22345264.123960603,1755705203.0315707,3.0825007599521285e+18,0.3225712731479514,0.940136525318116,3.0825007599521285e+18,0.2960072636058839,1.4416224397427848,1.2098891527414192e+17,1.704575314322194e+17,1.032744338222568e+17,5.494774117122558e+16,57078676895.76807,-22345264.12396057,1755705203.0315704,3.082500759952128e+18,-0.3225712731479513,0.9401365253181178,3.082500759952128e+18,0.2960072636058839,1.4416224397427848,1.2098891527414194e+17,1.704575314322194e+17,1.032744338222568e+17,5.494774117122559e+16,57078676895.771866,terbang
sultan,2,125.976,126.972,114816727.45797324,1809477972.8363397,3.274210534179909e+18,0.15296307901904047,0.1767315998273129,3.274210534179909e+18,0.2743638357897896,1.3476440059238313,9.912223620056835e+16,2.648366281512616e+17,3.951450984096549e+17,2.693563253196678e+16,56222243208.288704,-114816727.45797321,1809477972.8363397,3.274210534179909e+18,-0.1529630790190407,0.1767315998273129,3.274210534179909e+18,0.2743638357897896,1.3476440059238308,9.912223620056835e+16,2.6483662815126154e+17,3.951450984096549e+17,2.6935632531966772e+16,56222243208.28698,terbang
sultan,2,126.976,192.968,-86543094.51015803,1381189530.0467615,1.907684517910794e+18,0.3041712316067541,-0.20587566434315985,1.907684517910794e+18,0.3316385667595598,1.4005312263152732,1.1799085245953445e+17,3.1130145457833676e+16,5.456665910926639e+16,4.000947816721999e+16,64443802806.788284,86543094.51015802,1381189530.0467615,1.907684517910794e+18,-0.30417123160675413,-0.20587566434315985,1.907684517910794e+18,0.3316385667595598,1.4005312263152734,1.1799085245953443e+17,3.1130145457833676e+16,5.456665910926639e+16,4.000947816721999e+16,64443802806.78837,terbang
sultan,3,192.972,193.968,-169561957.72609875,1729069082.61084,2.989679892440692e+18,0.5708716987237872,-0.2690281876458931,2.989679892440692e+18,0.31510310157155,1.333765719132743,3.091996871535221e+17,1.878610359976367e+17,1.1680978505460714e+17,7.941916364655301e+16,46539012259.27818,169561957.72609884,1729069082.6108403,2.9896798924406927e+18,-0.5708716987237874,-0.269028187645894,2.9896798924406927e+18,0.31510310157154997,1.3337657191327432,3.091996871535221e+17,1.8786103599763674e+17,1.1680978505460714e+17,7.9419163646553e+16,46539012259.27674,terbang
sultan,3,193.972,194.968,47260259.055721894,1563969877.043984,2.446001776300974e+18,0.9399050150492816,0.544021951123038,2.446001776300974e+18,0.295670046493034,1.3926214068990246,7.91576960250336e+16,1.2566115391538022e+17,5.199301248705566e+16,2.5866511235951044e+16,24164309901.67021,-47260259.055721894,1563969877.043984,2.446001776300974e+18,-0.9399050150492816,0.5440219511230389,2.446001776300974e+18,0.295670046493034,1.3926214068990244,7.91576960250336e+16,1.2566115391538026e+17,5.199301248705566e+16,2.5866511235951044e+16,24164309901.671654,terbang
