subject,loop,start_time,end_time,EXG0_mean,EXG0_std,EXG0_var,EXG0_skew,EXG0_kurtosis,EXG0_hjorth_activity,EXG0_hjorth_mobility,EXG0_hjorth_complexity,EXG0_delta,EXG0_theta,EXG0_alpha,EXG0_beta,EXG0_gamma,EXG1_mean,EXG1_std,EXG1_var,EXG1_skew,EXG1_kurtosis,EXG1_hjorth_activity,EXG1_hjorth_mobility,EXG1_hjorth_complexity,EXG1_delta,EXG1_theta,EXG1_alpha,EXG1_beta,EXG1_gamma,label
fahri,3,171.992,172.988,3195277.337450304,3366202.178901492,11331317109241.154,0.07735516598160706,-0.06504427153511116,11331317109241.154,0.12808161850000446,2.500539476538787,415373985009.7039,184002105222.61957,167845303653.87643,38374078924.56369,9770.64270713802,-3195277.337450305,3366202.178901492,11331317109241.154,-0.07735516598160673,-0.06504427153511072,11331317109241.154,0.12808161850000446,2.500539476538788,415373985009.7038,184002105222.6196,167845303653.8764,38374078924.563675,9770.642707135423,kanan
fahri,3,172.992,173.988,-1825764.086186013,2315756.793619932,5362729527196.869,0.31934732701318247,-0.00935566450903691,5362729527196.869,0.17907868586207581,2.180355099081023,342768484862.21045,69882785406.93268,165325154561.22385,19442114015.324284,9583.073862823747,1825764.0861860127,2315756.7936199317,5362729527196.867,-0.319347327013181,-0.009355664509038686,5362729527196.867,0.17907868586207581,2.1803550990810243,342768484862.2105,69882785406.93275,165325154561.22366,19442114015.324272,9583.073862834814,kanan
fahri,3,173.992,174.988,2808585.741031918,2856618.4742821385,8160269107610.013,-0.01692227105751362,-1.2446303286490379,8160269107610.013,0.1699038247153582,2.0947696081460943,1486988113053.0632,197940106483.97803,336239581905.2065,49502278259.78394,5161.360621923985,-2808585.7410319187,2856618.4742821385,8160269107610.012,0.016922271057513802,-1.2446303286490383,8160269107610.012,0.16990382471535823,2.094769608146093,1486988113053.0632,197940106483.97803,336239581905.20654,49502278259.78395,5161.360621922526,kanan
fahri,3,174.992,240.984,-619981.3945478464,1833185.8888377582,3360570503033.8813,0.454915275945454,0.9128683890147173,3360570503033.8813,0.42036559607115476,2.8638778445640503,167390400065.4778,304170677975.93756,172323917355.78375,52332440105.73281,10420.537591504803,619981.3945478464,1833185.888837758,3360570503033.881,-0.4549152759454539,0.9128683890147182,3360570503033.881,0.4203655960711547,2.863877844564051,167390400065.4778,304170677975.9376,172323917355.78375,52332440105.73282,10420.537591503587,kanan
fahri,4,240.988,241.984,2983985.565298693,2765185.6870247414,7646251883726.492,0.3098826239337013,-0.5564898508231697,7646251883726.492,0.16097554641536568,2.210017774902215,762888949219.3436,263789926276.86426,93414789466.08171,60590719824.08099,7036.720176998444,-2983985.565298693,2765185.6870247414,7646251883726.492,-0.30988262393370175,-0.5564898508231697,7646251883726.492,0.16097554641536568,2.2100177749022136,762888949219.3439,263789926276.8642,93414789466.08176,60590719824.08098,7036.7201769963685,kanan
fahri,4,241.988,242.984,-4382976.324450875,4789402.566464863,22938376943660.22,0.9779892325903571,0.7677444834439013,22938376943660.22,0.11634680175143268,2.774124569376411,2520094842755.2607,597711943111.664,295441755769.6169,47496804801.74371,12742.15824235469,4382976.324450875,4789402.566464863,22938376943660.22,-0.9779892325903567,0.7677444834439009,22938376943660.22,0.11634680175143271,2.77412456937641,2520094842755.261,597711943111.6642,295441755769.6169,47496804801.74377,12742.158242335296,kanan
fahri,4,242.988,243.984,2711377.3459789027,3725808.676836139,13881650296387.46,-0.22755251772126867,-0.15590294802338445,13881650296387.46,0.176143899318111,1.946732544581979,2071086999368.2703,593309426091.3546,546928966017.7274,97254533241.71707,10078.602561370542,-2711377.345978902,3725808.676836138,13881650296387.455,0.22755251772126903,-0.15590294802338223,13881650296387.455,0.17614389931811103,1.9467325445819792,2071086999368.2705,593309426091.3542,546928966017.72723,97254533241.71707,10078.602561372221,kanan
fahri,4,243.988,244.984,-244575.48734514863,2172212.780131693,4718508362167.458,-0.06400107766569685,-0.7418054471286122,4718508362167.458,0.20291974768547374,1.7977328480024422,225874175394.18494,90903620489.31483,344582776864.196,35833428188.85796,2896.678292603789,244575.48734514855,2172212.780131693,4718508362167.458,0.06400107766569715,-0.7418054471286122,4718508362167.458,0.2029197476854738,1.7977328480024417,225874175394.18494,90903620489.3148,344582776864.196,35833428188.85797,2896.678292603391,kanan
fahri,4,244.988,245.984,-481800.79238037794,3231127.6420110273,10440185838967.742,0.465157108158479,-0.3548383342607133,10440185838967.742,0.16371439165453605,2.160694878191911,2694011473324.588,380379737249.89954,260732223954.65512,74709630669.68419,8010.507127698647,481800.792380378,3231127.642011028,10440185838967.744,-0.46515710815847894,-0.35483833426071376,10440185838967.744,0.16371439165453602,2.160694878191912,2694011473324.5884,380379737249.8996,260732223954.6551,74709630669.6842,8010.5071276981835,kanan
fahri,4,245.988,246.984,44550.53159321442,2099182.0853751753,4406565427560.07,0.04408949130507981,-0.3864051729547997,4406565427560.07,0.23446026254597324,1.4592257984517352,192127295123.52353,127301951116.22278,234543211303.68317,85073355436.8934,5240.588938658874,-44550.53159321441,2099182.0853751753,4406565427560.07,-0.04408949130507978,-0.38640517295480015,4406565427560.07,0.23446026254597324,1.4592257984517352,192127295123.5235,127301951116.22278,234543211303.6832,85073355436.89343,5240.588938658675,kanan
