subject,loop,start_time,end_time,EXG0_mean,EXG0_std,EXG0_var,EXG0_skew,EXG0_kurtosis,EXG0_delta_bandpower,EXG0_theta_bandpower,EXG0_alpha_bandpower,EXG0_beta_bandpower,EXG0_hjorth_activity,EXG0_hjorth_mobility,EXG0_hjorth_complexity,EXG1_mean,EXG1_std,EXG1_var,EXG1_skew,EXG1_kurtosis,EXG1_delta_bandpower,EXG1_theta_bandpower,EXG1_alpha_bandpower,EXG1_beta_bandpower,EXG1_hjorth_activity,EXG1_hjorth_mobility,EXG1_hjorth_complexity,CCA_15.5Hz,CCA_13.5Hz,CCA_11.5Hz,CCA_9.5Hz,CCA_5.5Hz,CCA_7.5Hz,label
fahri,1,36.0,42.996,362257.5953134316,8772340.576306194,76953959186708.1,-0.6750457221341651,0.26526128694883777,3964017706865.9355,738606777937.942,861394497685.8379,1159226609915.4202,76953959186708.1,0.06155530716133441,6.562014531029234,-362257.5953134317,8772340.576306194,76953959186708.1,0.6750457221341657,0.26526128694883866,3964017706865.936,738606777937.9417,861394497685.8379,1159226609915.4194,76953959186708.1,0.06155530716133441,6.562014531029234,0.0010770214377371148,0.015973241287326086,0.017968649985955543,0.040767074356868944,0.019807774632643237,0.01166989817386371,kiri
fahri,1,43.0,114.992,-1832.6277825274808,2623737.0542493607,6883996129841.113,-0.15557968783344203,0.08421543552970379,526900850845.07605,1208423546083.8613,718768602182.0854,1434422403177.3445,6883996129841.113,0.19540889350540463,2.06901196125064,1832.627782527515,2623737.0542493607,6883996129841.113,0.15557968783344203,0.08421543552970467,526900850845.07605,1208423546083.8613,718768602182.0853,1434422403177.345,6883996129841.113,0.19540889350540463,2.06901196125064,0.04781246761471542,0.04978175182987421,0.04340543138489129,0.06273585562063626,0.040133254456015,0.04418117175436644,kiri
fahri,2,114.996,186.988,30513.560070248877,3460695.5608821847,11976413765109.66,-0.13460835360626985,0.2999912607874662,3914593279909.5903,899368732882.1975,705917525621.7291,931197982858.4359,11976413765109.66,0.15172597054023038,2.856676421024155,-30513.560070248877,3460695.5608821847,11976413765109.66,0.13460835360626988,0.2999912607874662,3914593279909.59,899368732882.1973,705917525621.729,931197982858.4357,11976413765109.66,0.15172597054023038,2.8566764210241544,0.03454794991740363,0.014748029549017973,0.0445170972633957,0.09703123291742509,0.07489938589061138,0.05096028312704991,kiri
fahri,3,186.992,258.984,167498.04617454627,2528703.3828054727,6394340798211.841,0.22958078002717866,-0.1985036945131715,1305219160936.8342,928398876788.8809,900308818344.979,774880007645.3964,6394340798211.841,0.1959030327742098,2.1594983275274813,-167498.0461745462,2528703.3828054727,6394340798211.841,-0.229580780027179,-0.1985036945131715,1305219160936.834,928398876788.8811,900308818344.9794,774880007645.3962,6394340798211.841,0.1959030327742098,2.159498327527481,0.03292546558190847,0.034308337914293954,0.06435760198002892,0.1702616459552007,0.05882314959210068,0.0801777930994254,kiri
fahri,4,258.988,330.98,607094.5421881066,2911779.657935643,8478460776367.81,0.39745064063324936,0.1109889367268817,1086676329297.6975,907229610158.3717,482610382549.48755,1145019060164.944,8478460776367.81,0.17707516664198772,2.3749707916019664,-607094.5421881069,2911779.657935643,8478460776367.81,-0.3974506406332491,0.11098893672688215,1086676329297.6975,907229610158.3717,482610382549.4876,1145019060164.9446,8478460776367.81,0.17707516664198772,2.3749707916019664,0.03602480088485394,0.021386120687245092,0.05761549455520462,0.191868902072577,0.07422634686321726,0.029291094388612333,kiri
fahri,5,330.984,42.976,-5573420.389425982,1771956298.9696326,3.139829125458158e+18,0.3288350768945331,-0.061124150753679274,2.2221509053253277e+17,7.067678178927521e+17,8.48770377810473e+17,1.4649126039616274e+18,3.139829125458158e+18,0.3312265890449849,1.2844059279682647,5573420.389425982,1771956298.9696329,3.139829125458159e+18,-0.3288350768945329,-0.06112415075368194,2.2221509053253283e+17,7.067678178927521e+17,8.48770377810473e+17,1.4649126039616274e+18,3.139829125458159e+18,0.33122658904498486,1.284405927968265,0.06922381367461546,0.09287043349626845,0.053412945538334713,0.08035125152839329,0.07139722476694346,0.06602590495975669,kiri
sultan,1,42.98,114.972,21173721.01089816,1714674699.4896245,2.9401093250698337e+18,0.4318870563310838,0.7118318213606223,2.740005463853149e+17,6.84185996199291e+17,4.168591950735154e+17,2.009723242171962e+18,2.9401093250698337e+18,0.3535878607903295,1.3657819072547879,-21173721.010898158,1714674699.4896245,2.9401093250698337e+18,-0.43188705633108393,0.7118318213606223,2.7400054638531498e+17,6.841859961992911e+17,4.168591950735154e+17,2.0097232421719624e+18,2.9401093250698337e+18,0.35358786079032944,1.3657819072547883,0.05759799443104632,0.06901205017162057,0.053822117664137664,0.07300629419125808,0.09946056257534497,0.13500216272706242,kiri
sultan,2,114.976,186.968,-8182541.311324367,1641413329.8271134,2.694237719334132e+18,0.7601147382950035,1.1481976705462422,3.4642903019254234e+17,6.626584385049801e+17,1.0844776768426515e+18,9.432841984679005e+17,2.694237719334132e+18,0.30621546778658315,1.436832907752319,8182541.311324361,1641413329.8271132,2.6942377193341317e+18,-0.7601147382950038,1.148197670546243,3.464290301925424e+17,6.6265843850498e+17,1.0844776768426515e+18,9.432841984679004e+17,2.6942377193341317e+18,0.3062154677865832,1.4368329077523188,0.013038231806362273,0.08577011792347251,0.10561515713955845,0.08605069228998828,0.11752536937204831,0.16472251189108558,kiri
sultan,3,186.972,258.964,-4987260.244173048,1583803984.9129052,2.508435062625998e+18,0.6051065518988622,0.0771652919081185,6.01542812826538e+17,3.8290371408079597e+17,7.509979686414435e+17,7.552596346271547e+17,2.508435062625998e+18,0.31443267078877146,1.6732825719338558,4987260.244173055,1583803984.9129052,2.508435062625998e+18,-0.6051065518988621,0.0771652919081185,6.015428128265381e+17,3.8290371408079597e+17,7.509979686414435e+17,7.552596346271547e+17,2.508435062625998e+18,0.31443267078877146,1.6732825719338558,0.12930642392254424,0.03752739420642273,0.05543170835731105,0.09866100978943092,0.041783755928247526,0.1652076871883642,kiri
sultan,4,258.968,330.96,-17059249.825767487,1317490158.90045,1.735780318799533e+18,0.6739110925648151,0.367863219578187,1.2375860056564405e+17,2.646676820450526e+17,4.0495425152236256e+17,6.666417671547809e+17,1.735780318799533e+18,0.3259618168928261,1.4209966282143633,17059249.825767476,1317490158.90045,1.735780318799533e+18,-0.6739110925648147,0.36786321957818613,1.2375860056564403e+17,2.646676820450526e+17,4.0495425152236256e+17,6.666417671547808e+17,1.735780318799533e+18,0.32596181689282605,1.420996628214364,0.03938852334761693,0.13634897001255974,0.1104131160239815,0.09985330204464359,0.16814912721281108,0.12034400368635481,kiri
